recipe_id,display_name,building_id,research,tech_rank,primary_output,standalone_target,target_profit,target_min,target_max,standalone_revenue,standalone_inputs_bill,standalone_power_units,standalone_energy_bill,standalone_maintenance_bill,current_standalone_profit,mine_startup_revenue_live_penalty,mine_startup_profit_live_penalty,minimum_labour_unskilled,minimum_labour_skilled,minimum_labour_h_skilled,minimum_labour_cost,diagnostic_target_fitted_labour_unskilled,diagnostic_target_fitted_labour_skilled,diagnostic_target_fitted_labour_h_skilled,diagnostic_target_fitted_labour_cost,diagnostic_target_fitted_standalone_profit,minimum_labour_standalone_profit,fractional_one_layer_cost_proxy_profit,proxy_cheapest_direct_suppliers,imputed_market_input_cost_proxy_profit,imputed_full_cost_proxy_profit,cap_reduction_needed,route_assumption,one_turn_transport_cost,one_turn_storage_cost,diagnostic_target_fitted_profit_after_one_turn_friction,recommendation,flags
r_074,Hybrid Engine Manufacturing,assembly_plant,Hybrid Powertrain Integration,1,engine,rank I default,15.0,5.0,30.0,321.251,201.707,20.0,2.0,13.0,22.192,,,500,100,50,4.16,2429,2993,1657,89.53,15.014,100.384,72.141,aluminium: r_107 E-Waste Recycling; circuit_board: r_121 Circuit Printing; processed_oil: r_180 Oil Refining; lithium_battery: r_099 Lithium Phosphate Batteries; motor: r_065 SynRM Magnetless Motors,102.138,112.979,0,pipe_1_turn+rail_1_turn,0.59,0.37,14.054,ok,input_band
r_076,Electric Arc Steelmaking,eaf,Electric Arc Refining,2,steel,rank II default,30.0,20.0,60.0,91.75,30.458,140.0,14.0,2.0,34.376,,,500,100,50,4.16,829,523,238,15.29,30.002,41.132,39.713,iron_ingots: r_031 Direct Reduced Iron Smelting; hydrogen: r_080 Membraneless Electrolysis,43.361,52.386,0,pipe_1_turn+rail_1_turn,1.11,1.06,27.832,ok,
r_077,HIsarna Steel Making,furnace,Alloy Heat Treatment,2,steel,rank II default,30.0,20.0,60.0,91.75,21.403,140.0,14.0,1.0,48.166,,,500,100,50,4.16,2876,949,219,25.322,30.025,51.187,35.325,iron_ingots: r_031 Direct Reduced Iron Smelting; oxygen: r_080 Membraneless Electrolysis; coal: r_001 Coal Mining,38.704,46.453,0,pipe_1_turn+rail_1_turn,1.2,1.12,27.705,ok,full_band
r_078,Methane Pyrolysis,electrolyser,Methane Pyrolysis,2,hydrogen,rank II default,30.0,20.0,60.0,125.368,44.604,140.0,14.0,1.0,58.599,,,500,100,50,4.16,1037,1066,694,35.76,30.004,61.604,38.823,processed_oil: r_180 Oil Refining,53.994,62.367,0,pipe_1_turn+rail_1_turn,1.08,2.16,26.764,ok,
r_079,Water Electrolysis,electrolyser,,0,hydrogen,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,47.95,6.527,240.0,24.0,1.0,9.492,,,500,100,50,4.16,581,245,147,8.915,7.508,12.263,11.319,pure_water: r_105 Water Treatment,11.455,21.159,0,pipe_1_turn,1.05,2.52,3.938,ok,input_band;full_band
r_080,Membraneless Electrolysis,electrolyser,Membraneless Electrolysis,2,hydrogen,rank II default,30.0,20.0,60.0,75.35,6.527,240.0,24.0,1.0,36.892,,,500,100,50,4.16,664,395,247,13.821,30.002,39.663,33.814,pure_water: r_105 Water Treatment,33.95,43.653,0,pipe_1_turn,1.41,3.72,24.872,ok,full_band
r_081,Fluidised Bed Reactor + CZ Silicon,chem_plant,Czochralski Crystal Growth,3,polysilicon,rank III default,60.0,30.0,100.0,147.018,30.801,240.0,24.0,4.0,68.931,,,500,100,50,4.16,1335,935,467,28.192,60.025,84.057,66.557,metallurgical_silicon: r_044 Silicon Smelting; industrial_acids: r_114 Hydrochloric Acid Production; hydrogen: r_080 Membraneless Electrolysis; alloy_ingots: r_133 Alloy Metal Electrolysis,71.286,84.113,0,pipe_1_turn+rail_1_turn,0.285,0.51,59.23,ok,
r_082,Electric Calcination Alumina,chem_plant,,0,alumina,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,106.488,43.05,200.0,20.0,4.0,11.886,,,500,100,50,4.16,1464,1064,532,31.923,7.515,35.278,22.629,bauxite_ore: r_015 Bauxite Mining; hydrogen: r_080 Membraneless Electrolysis; sodium_hydroxide: r_012 Chlor-Alkali Process,24.13,35.399,0,pipe_1_turn+rail_1_turn,1.41,1.74,4.365,ok,full_band
r_083,ELYSIS Aluminium,eaf,Electric Arc Refining,2,aluminium,rank II default,30.0,20.0,60.0,87.047,37.359,200.0,20.0,2.0,16.51,,,500,100,50,4.16,500,100,50,4.16,23.528,23.528,29.397,alumina: r_082 Electric Calcination Alumina; chem_salts: r_010 Salt Mining,34.34,46.306,0,rail_1_turn,0.555,0.37,22.603,ok,full_band
r_084,Aluminium Direct Carbothermic Electrolysis,eaf,Ultra-High-Power Arcs,2,aluminium,rank II default,30.0,20.0,60.0,130.893,69.157,200.0,20.0,2.0,29.086,,,500,100,50,4.16,664,312,144,9.728,30.008,35.576,46.301,alumina: r_082 Electric Calcination Alumina; graphite: r_042 Bio-Graphitisation,55.959,70.642,0,rail_1_turn,0.63,0.42,28.958,ok,
r_087,Nitrogen Air Separation,chem_plant,Process Intensification,1,nitrogen,rank I default,15.0,5.0,30.0,58.8,0,140.0,14.0,4.0,21.514,,,500,100,50,4.16,1251,851,425,25.773,15.027,36.64,15.027,,15.027,20.627,0,pipe_1_turn,1.5,5.0,8.527,ok,input_band;full_band
r_099,Lithium Phosphate Batteries,high_tech_manufactory,Lithium Iron Phosphate Cells,2,lithium_battery,researched LFP batteries should profitably outperform conventional lithium-ion cells,45.0,30.0,60.0,200.0,97.436,20.0,2.0,9.0,43.135,,,500,100,50,4.16,1025,1281,968,46.554,45.011,87.404,67.115,lithium_carbonate: r_227 Rudimentary Lithium Refinement; chem_salts: r_010 Salt Mining; copper_wiring: r_107 E-Waste Recycling; graphite: r_042 Bio-Graphitisation; industrial_acids: r_114 Hydrochloric Acid Production,81.529,90.485,0,pipe_1_turn+rail_1_turn,0.405,0.44,44.166,ok,
r_101,Alkaline Battery Manufacturing,industrial_factory,,0,alkaline_battery,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,131.832,60.522,20.0,2.0,7.0,9.206,,,500,100,50,4.16,4524,2246,586,54.79,7.52,58.15,30.417,alloy_ingots: r_133 Alloy Metal Electrolysis; chem_salts: r_010 Salt Mining,33.75,39.553,0,rail_1_turn,1.02,0.68,5.82,ok,full_band
r_102,Sodium Ion Battery Manufacturing,assembly_plant,Sodium Battery Storage,2,sodium_battery,rank II default,30.0,20.0,60.0,90.0,23.576,2.0,0.2,13.0,49.064,,,500,100,50,4.16,930,746,408,23.194,30.031,49.064,38.499,basic_salt: r_010 Salt Mining; aluminium: r_107 E-Waste Recycling; graphite: r_042 Bio-Graphitisation,40.594,42.816,0,rail_1_turn,0.195,0.13,29.706,ok,full_band
r_105,Water Treatment,water_recycling,Wastewater Bioreactors,2,pure_water,rank II default,30.0,20.0,60.0,53.28,2.52,20.0,2.0,1.0,39.315,,,500,100,50,4.16,1519,610,220,17.757,30.003,43.6,31.0,waste_water: r_212 Livestock Farming - Biomass,31.17,32.055,0,pipe_1_turn,4.32,4.32,21.363,ok,full_band
r_106,Scrap Recycling,eaf,,0,steel,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,49.545,20.16,70.0,7.0,2.0,8.427,,,500,100,50,4.16,758,431,197,12.867,7.518,16.225,7.518,,7.518,10.318,0,rail_1_turn,0.765,0.51,6.243,ok,input_band;full_band
r_107,E-Waste Recycling,recycling_plant,Advanced Oxidation Loops,1,copper_wiring,rank I default,15.0,5.0,30.0,41.443,18.9,20.0,2.0,2.0,5.167,,,500,100,50,4.16,500,100,50,4.16,14.383,14.383,14.383,,14.383,15.183,0,rail_1_turn,0.59,0.41,13.383,ok,input_band;full_band
r_108,Biowaste Recycling,recycling_plant,Biowaste Digestion,1,biomass,rank I default,15.0,5.0,30.0,43.632,9.45,20.0,2.0,2.0,16.806,,,500,100,50,4.16,1326,513,187,15.152,15.03,26.022,15.03,,15.03,15.83,0,rail_1_turn,0.78,0.78,13.47,ok,input_band;full_band
r_114,Hydrochloric Acid Production,industrial_factory,,0,industrial_acids,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,156.15,75.978,70.0,7.0,7.0,18.143,,,500,100,50,4.16,4831,2410,627,58.659,7.513,62.012,35.57,chlorine: r_012 Chlor-Alkali Process; hydrogen: r_080 Membraneless Electrolysis,40.867,52.312,0,pipe_1_turn,2.43,8.1,-3.017,ok,
r_115,Sulphuric Acid Production,industrial_factory,,0,industrial_acids,sulphuric acid should be modestly profitable,5.0,0.0,10.0,10.41,29.137,70.0,7.0,7.0,-82.068,,,500,100,50,4.16,500,100,50,4.16,-36.888,-36.888,-24.685,sulphur: r_179 Sulphur Mining; pure_water: r_105 Water Treatment,-24.52,-20.544,0,pipe_1_turn+rail_1_turn,0.915,1.02,-38.823,quantity_or_price,standalone_band;input_band;full_band
r_116,Generic Acid Production,industrial_factory,,0,industrial_acids,generic acid should be deliberately loss-making,-12.5,-20.0,-5.0,124.92,66.78,70.0,7.0,7.0,-3.889,,,500,100,50,4.16,4669,2324,605,56.611,-12.471,39.98,14.487,chem_salts: r_010 Salt Mining; hydrogen: r_080 Membraneless Electrolysis,16.561,25.741,0,pipe_1_turn+rail_1_turn,1.8,5.04,-19.311,ok,input_band;full_band
r_117,ICE Car Production,industrial_factory,,0,ice_car,ICE cars should be slightly profitable,15.0,0.0,30.0,613.824,531.958,20.0,2.0,7.0,16.824,,,500,100,50,4.16,4767,2376,618,57.84,15.026,68.706,74.627,car_body: r_069 Lightweight Car Bodies; engine: r_072 V8 Engine Manufacturing; glass: r_054 High Strength Glassmaking; tyres: r_165 Radial Axial Tire Production; fuels: r_154 Coal Liquefaction,211.014,238.606,0,pipe_1_turn+rail_1_turn,1.155,0.67,13.201,ok,input_band
r_118,Automated ICE Car Assembly,assembly_plant,Automated Body-in-White Lines,2,ice_car,automated ICE assembly should beat the base recipe margin,40.0,30.0,50.0,920.736,690.15,20.0,2.0,13.0,42.392,,,500,100,50,4.16,4372,5909,3277,175.581,40.005,211.426,117.867,car_body: r_069 Lightweight Car Bodies; engine: r_072 V8 Engine Manufacturing; glass: r_054 High Strength Glassmaking; tyres: r_165 Radial Axial Tire Production; fuels: r_154 Coal Liquefaction,294.366,330.048,0,pipe_1_turn+rail_1_turn,1.52,0.87,37.615,ok,input_band
r_119,EV Assembly,assembly_plant,Electric Vehicle Assembly,1,ev_car,unlocked EVs can carry larger base profit,65.0,30.0,100.0,702.045,495.93,20.0,2.0,13.0,73.355,,,500,100,50,4.16,3255,4232,2346,126.115,65.0,186.955,167.267,car_body: r_069 Lightweight Car Bodies; motor: r_065 SynRM Magnetless Motors; glass: r_054 High Strength Glassmaking; tyres: r_165 Radial Axial Tire Production; lithium_battery: r_099 Lithium Phosphate Batteries; cpu: r_123 Fabless Semiconductors,266.953,288.323,0,rail_1_turn,0.87,0.5,63.63,ok,input_band
r_120,Basic Circuit Soldering,industrial_factory,,0,circuit_board,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,177.468,118.572,20.0,2.0,7.0,8.286,,,500,100,50,4.16,3537,1720,455,42.39,7.505,45.736,35.922,copper_wiring: r_107 E-Waste Recycling; plastics: r_024 Plastics Manufacturing; alloy_ingots: r_133 Alloy Metal Electrolysis,61.895,68.395,0,rail_1_turn,0.405,0.39,6.71,ok,
r_121,Circuit Printing,assembly_plant,300mm Wafer Lines,2,circuit_board,rank II default,30.0,20.0,60.0,162.679,54.606,20.0,2.0,13.0,25.783,,,500,100,50,4.16,1831,2096,1159,63.069,30.004,88.913,42.093,copper_wiring: r_107 E-Waste Recycling; plastics: r_024 Plastics Manufacturing; metallurgical_silicon: r_044 Silicon Smelting,54.074,57.858,0,rail_1_turn,0.24,0.23,29.534,ok,
r_122,Semiconductor Fabbing,assembly_plant,,0,cpu,base CPU production should be deliberately unprofitable,-10.0,-50.0,-1.0,354.055,266.007,20.0,2.0,13.0,-9.304,,,500,100,50,4.16,2282,2773,1535,83.043,-9.995,68.888,58.502,metallurgical_silicon: r_044 Silicon Smelting; circuit_board: r_121 Circuit Printing; industrial_acids: r_114 Hydrochloric Acid Production; refined_ree: r_226 Magnetic Separation Electrolysis,97.104,113.934,0,pipe_1_turn+rail_1_turn,0.335,0.36,-10.69,ok,
r_123,Fabless Semiconductors,high_tech_manufactory,Advanced Photolithography,2,cpu,unlocked CPU/computer recipes can carry larger base profit,65.0,30.0,100.0,354.055,159.501,20.0,2.0,9.0,36.696,,,500,100,50,4.16,1916,3285,2527,118.531,65.023,179.394,126.995,polysilicon: r_081 Fluidised Bed Reactor + CZ Silicon; circuit_board: r_121 Circuit Printing; chem_salts: r_010 Salt Mining; refined_ree: r_226 Magnetic Separation Electrolysis,141.748,155.274,0,rail_1_turn,0.175,0.14,64.708,ok,input_band
r_124,Semiconductor 3D Printing,high_tech_manufactory,Additive Semiconductor Printing,3,cpu,3D semiconductor printing has a controlled advanced margin,60.0,40.0,80.0,354.055,130.682,20.0,2.0,9.0,60.271,,,500,100,50,4.16,2334,4227,3260,152.368,60.005,208.213,113.258,polysilicon: r_081 Fluidised Bed Reactor + CZ Silicon; circuit_board: r_121 Circuit Printing; refined_ree: r_226 Magnetic Separation Electrolysis,124.388,135.8,0,rail_1_turn,0.135,0.11,59.76,ok,input_band
r_125,Computer Assembly,assembly_plant,,0,computer,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,479.97,372.197,20.0,2.0,13.0,25.484,,,500,100,50,4.16,2332,2848,1577,85.267,7.506,88.613,90.636,circuit_board: r_121 Circuit Printing; cpu: r_123 Fabless Semiconductors; aluminium: r_107 E-Waste Recycling; plastics: r_024 Plastics Manufacturing,166.591,182.177,0,rail_1_turn,0.22,0.21,7.076,ok,input_band
r_126,Electrical Components Production,industrial_factory,,0,electrical_components,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,135.432,80.598,20.0,2.0,7.0,8.266,,,500,100,50,4.16,3215,1548,412,38.333,7.501,41.674,31.05,copper_wiring: r_107 E-Waste Recycling; plastics: r_024 Plastics Manufacturing; chem_salts: r_010 Salt Mining,41.664,45.39,0,rail_1_turn,0.425,0.34,6.736,ok,full_band
r_127,Precision Electrical Components,high_tech_manufactory,Precision Electronics Assembly,2,electrical_components,rank II default,30.0,20.0,60.0,237.006,139.272,20.0,2.0,9.0,27.473,,,500,100,50,4.16,1151,1564,1188,56.714,30.02,82.574,76.381,copper_wiring: r_107 E-Waste Recycling; pvc: r_175 PVC Polymerisation; refined_ree: r_226 Magnetic Separation Electrolysis,93.51,104.481,0,rail_1_turn,0.56,0.43,29.03,ok,
r_131,Hydrogen Power,coal_power,Hydrogen Combustion Turbines,1,power,rank I default,15.0,5.0,30.0,152.4,6.93,0.0,0.0,2.0,138.548,,,500,100,50,4.16,9823,4761,1604,128.467,15.003,139.31,17.961,hydrogen: r_080 Membraneless Electrolysis,18.306,19.156,0,pipe_1_turn+road_1_turn,50.86,0.2,-36.057,ok,input_band;full_band
r_132,Alloy Metal Smelting,furnace,,0,alloy_ingots,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,50.46,20.202,140.0,14.0,1.0,8.765,,,500,100,50,4.16,903,244,78,7.728,7.53,11.098,14.744,alloy_ore: r_134 Alloy Metal Mining,14.744,21.344,0,rail_1_turn,0.75,0.5,6.28,ok,input_band;full_band
r_133,Alloy Metal Electrolysis,electrolyser,Molten Salt Alloy Electrolysis,2,alloy_ingots,rank II default,30.0,20.0,60.0,84.1,24.402,200.0,20.0,1.0,30.138,,,500,100,50,4.16,577,239,142,8.685,30.013,34.538,37.67,alloy_ore: r_134 Alloy Metal Mining; sodium_hydroxide: r_012 Chlor-Alkali Process,38.345,47.652,0,pipe_1_turn+rail_1_turn,1.2,1.2,27.613,ok,full_band
r_134,Alloy Metal Mining,mine,,0,alloy_ore,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,23.088,0,30.0,3.0,2.0,8.088,16.354,1.354,500,100,50,4.16,1685,281,78,10.586,7.502,13.928,7.502,,7.502,8.702,0,rail_1_turn,0.36,0.24,6.902,ok,input_band;full_band
r_135,Fibreglass Production,industrial_factory,,0,fibreglass,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,70.314,22.878,20.0,2.0,7.0,7.741,,,500,100,50,4.16,2627,1234,333,30.909,7.527,34.276,11.323,glass: r_054 High Strength Glassmaking; plastics: r_024 Plastics Manufacturing,18.675,21.334,0,rail_1_turn,0.12,0.12,7.287,ok,input_band;full_band
r_136,Iron Air Batteries,industrial_factory,Iron-Air Battery Cells,2,iron_battery,iron-air cells are a deliberately thin-margin route to cheap bulk storage,5.0,0.0,10.0,30.0,16.321,5.0,0.5,7.0,2.019,,,500,100,50,4.16,500,100,50,4.16,2.019,2.019,7.524,iron_ingots: r_031 Direct Reduced Iron Smelting; oxygen: r_080 Membraneless Electrolysis; steel: r_077 HIsarna Steel Making; pure_water: r_105 Water Treatment,9.765,11.427,0,pipe_1_turn+rail_1_turn,0.42,0.48,1.119,ok,input_band;full_band
r_145,Offshore Wind Power Generation,offshore_wind_farm,,0,power,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,14.7,0,0.0,0.0,3.0,7.54,,,500,100,50,4.16,502,101,50,4.176,7.524,7.54,7.524,,7.524,7.524,0,road_1_turn,4.9,0.0,2.624,ok,input_band;full_band
r_146,Solar Power Generation,solar_farm,,0,power,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,13.68,0,0.0,0.0,2.0,7.52,,,500,100,50,4.16,501,101,50,4.173,7.507,7.52,7.507,,7.507,7.507,0,road_1_turn,4.56,0.0,2.947,ok,input_band;full_band
r_150,Petroleum Needle Coke Calcination,petro_refinery,,0,graphite,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,90.71,50.551,240.0,24.0,1.0,8.154,,,500,100,50,4.16,762,231,93,7.632,7.527,10.999,16.628,pet_coke: r_218 Petroleum Coking,31.799,46.661,0,rail_1_turn,0.39,0.26,6.877,ok,full_band
r_151,Petroleum Needle Coke Power,petro_refinery,,0,power,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,40.8,25.276,0.0,0.0,1.0,7.75,,,500,100,50,4.16,715,207,85,6.995,7.529,10.364,12.08,pet_coke: r_218 Petroleum Coking,19.665,22.296,0,rail_1_turn+road_1_turn,13.72,0.08,-6.271,ok,input_band;full_band
r_154,Coal Liquefaction,chem_plant,Fischer-Tropsch Synthesis,2,fuels,rank II default,30.0,20.0,60.0,201.195,11.13,70.0,7.0,4.0,159.779,,,500,100,50,4.16,5531,5131,2565,149.037,30.028,174.905,34.441,coal: r_001 Coal Mining; hydrogen: r_080 Membraneless Electrolysis,34.787,38.637,0,pipe_1_turn+rail_1_turn,2.76,2.85,24.418,ok,full_band
r_165,Radial Axial Tire Production,industrial_factory,,0,tyres,radial axial tyres should be modestly profitable,7.5,0.0,15.0,196.74,114.964,20.0,2.0,7.0,17.873,,,500,100,50,4.16,5355,2689,697,65.254,7.521,68.616,50.034,rubber: r_107 E-Waste Recycling; sulphur: r_179 Sulphur Mining; steel: r_077 HIsarna Steel Making,65.288,74.373,0,rail_1_turn,1.165,0.83,5.526,ok,
r_175,PVC Polymerisation,poly_plant,,0,pvc,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,90.848,62.271,70.0,7.0,1.0,11.201,,,500,100,50,4.16,764,439,200,13.059,7.518,16.417,38.923,ethylene: r_228 Bio Ethylene; chlorine: r_012 Chlor-Alkali Process,43.248,48.658,0,pipe_1_turn+rail_1_turn,0.94,2.76,3.818,ok,full_band
r_177,Shale Oil Fracking,fracking_oil_well,Shale Oil Fracturing,1,crude_oil,rank I default,15.0,5.0,30.0,30.914,0,30.0,3.0,2.0,16.25,30.914,16.25,500,100,50,4.16,1006,353,134,10.896,15.018,21.754,15.018,,15.018,16.218,0,pipe_1_turn,0.87,0.87,13.278,ok,input_band;full_band
r_178,Offshore Oil Extraction,offshore_oil_platform,Offshore Drilling Platforms,2,crude_oil,rank II default,30.0,20.0,60.0,47.97,0,30.0,3.0,2.0,33.306,47.97,33.306,500,100,50,4.16,1161,430,160,12.963,30.007,38.81,30.007,,30.007,31.207,0,pipe_1_turn,1.35,1.35,27.307,ok,full_band
r_179,Sulphur Mining,mine,,0,sulphur,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,23.088,0,30.0,3.0,2.0,8.088,19.24,4.24,500,100,50,4.16,1685,281,78,10.586,7.502,13.928,7.502,,7.502,8.702,0,rail_1_turn,0.36,0.24,6.902,ok,input_band;full_band
r_180,Oil Refining,petro_refinery,,0,processed_oil,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,47.79,22.386,70.0,7.0,1.0,9.766,,,500,100,50,4.16,930,315,121,9.872,7.532,13.244,24.599,crude_oil: r_222 Subsea Manifold Extraction,24.599,27.719,0,pipe_1_turn,1.14,1.14,5.252,ok,full_band
r_181,Oil Power Production,coal_power,,0,power,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,31.5,16.727,0.0,0.0,2.0,7.852,,,500,100,50,4.16,583,142,63,5.245,7.529,8.613,10.836,processed_oil: r_180 Oil Refining,16.525,17.565,0,pipe_1_turn+road_1_turn,10.68,0.18,-3.331,ok,input_band;full_band
r_203,Hairpin Stator Motors,assembly_plant,Hairpin Stator Winding,1,motor,rank I default,15.0,5.0,30.0,263.088,100.395,20.0,2.0,13.0,15.028,,,500,100,50,4.16,3403,4455,2469,132.666,15.028,143.533,53.421,steel: r_077 HIsarna Steel Making; copper_wiring: r_107 E-Waste Recycling; refined_ree: r_226 Magnetic Separation Electrolysis,59.132,66.819,0,rail_1_turn,0.705,0.51,13.813,ok,
r_204,Heavy Vehicles Assembly,industrial_factory,,0,heavy_vehicle,base heavy vehicles should stay slightly profitable,15.0,0.0,30.0,1140.0,893.52,20.0,2.0,7.0,18.047,,,500,100,50,4.16,17845,9351,2362,222.458,15.023,233.32,151.143,car_body: r_069 Lightweight Car Bodies; large_engine: r_207 Heavy Electric Motor; lithium_battery: r_099 Lithium Phosphate Batteries; fuels: r_154 Coal Liquefaction,361.224,403.309,3.309,pipe_1_turn+rail_1_turn,1.665,1.03,12.328,structural_cap_review,input_band;full_band;profit_cap
r_205,Heavy Vehicles Automated Manufacturing,assembly_plant,Heavy Vehicle Assembly,1,heavy_vehicle,automated heavy vehicles should have a controlled advanced margin,50.0,30.0,70.0,1140.0,893.52,20.0,2.0,13.0,53.029,,,500,100,50,4.16,4506,6108,3388,181.472,50.008,227.32,186.128,car_body: r_069 Lightweight Car Bodies; large_engine: r_207 Heavy Electric Motor; lithium_battery: r_099 Lithium Phosphate Batteries; fuels: r_154 Coal Liquefaction,396.209,438.295,38.295,pipe_1_turn+rail_1_turn,1.665,1.03,47.313,structural_cap_review,input_band;full_band;profit_cap
r_206,Electric Heavy Vehicles Manufacturing,assembly_plant,Electric Drivetrain Integration,2,heavy_vehicle,electric heavy vehicles should lead the heavy vehicle tier without breaching the integration cap,60.0,60.0,90.0,1140.0,891.342,20.0,2.0,13.0,63.889,,,500,100,50,4.16,4329,5843,3241,173.658,60.001,229.498,199.497,car_body: r_069 Lightweight Car Bodies; large_engine: r_207 Heavy Electric Motor; lithium_battery: r_099 Lithium Phosphate Batteries,403.962,443.753,43.753,rail_1_turn,1.035,0.39,58.576,structural_cap_review,input_band;full_band;profit_cap
r_207,Heavy Electric Motor,assembly_plant,Motor Winding Automation,2,large_engine,rank II default,30.0,20.0,60.0,550.303,355.19,20.0,2.0,13.0,55.147,,,500,100,50,4.16,3797,5046,2797,150.096,30.017,175.953,127.247,steel: r_077 HIsarna Steel Making; aluminium: r_107 E-Waste Recycling; motor: r_065 SynRM Magnetless Motors; electrical_components: r_127 Precision Electrical Components,184.0,201.975,0,rail_1_turn,1.17,0.65,28.197,ok,input_band
r_208,Sustainable Biomass Production,farm,Energy Crop Cultivation,1,biomass,rank I default,15.0,5.0,30.0,14.135,12.772,10.0,1.0,1.0,-6.74,,,500,100,50,4.16,500,100,50,4.16,-4.797,-4.797,-3.876,fertilisers: r_047 Fertilisers Production,-3.255,-2.59,0,pipe_1_turn+rail_1_turn,0.315,0.31,-5.422,quantity_or_price,standalone_band;input_band;full_band
r_209,Strip Farming - Biomass,farm,,0,biomass,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,23.316,52.021,10.0,1.0,1.0,-36.808,,,500,100,50,4.16,500,100,50,4.16,-34.865,-34.865,-30.634,fertilisers: r_047 Fertilisers Production; pure_water: r_105 Water Treatment,-28.131,-26.659,0,pipe_1_turn+rail_1_turn,0.81,0.79,-36.465,quantity_or_price,standalone_band;input_band;full_band
r_211,Agri Solar Farming - Biomass,farm,,0,biomass,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,9.59,0,10.0,1.0,1.0,1.488,,,500,100,50,4.16,500,100,50,4.16,3.43,3.43,3.43,,3.43,3.83,0,pipe_1_turn+rail_1_turn,0.25,0.25,2.93,quantity_or_price,standalone_band;input_band;full_band
r_212,Livestock Farming - Biomass,farm,,0,biomass,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,11.908,1.399,10.0,1.0,1.0,2.407,,,500,100,50,4.16,500,100,50,4.16,4.349,4.349,5.166,pure_water: r_105 Water Treatment,5.195,5.617,0,pipe_1_turn+rail_1_turn,0.51,0.51,3.329,quantity_or_price,standalone_band;input_band;full_band
r_213,Aggressive Logging - Biomass,new_forest,,0,biomass,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,27.27,0,10.0,1.0,3.0,8.096,,,500,100,50,4.16,1371,535,195,15.763,7.507,19.11,7.507,,7.507,7.907,0,rail_1_turn,0.3,0.3,6.907,ok,input_band;full_band
r_214,Sustainable Forestry - Biomass,new_forest,Sustainable Forestry,2,biomass,rank II default,30.0,20.0,60.0,49.995,0,10.0,1.0,3.0,30.821,,,500,100,50,4.16,1387,544,197,15.965,30.03,41.835,30.03,,30.03,30.43,0,rail_1_turn,0.55,0.55,28.93,ok,full_band
r_215,Gentle Pruning - Biomass,new_forest,,0,biomass,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,27.27,0,10.0,1.0,3.0,8.096,,,500,100,50,4.16,1371,535,195,15.763,7.507,19.11,7.507,,7.507,7.907,0,rail_1_turn,0.3,0.3,6.907,ok,input_band;full_band
r_217,Biomass Carbonisation,furnace,,0,carbonised_biomass,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,53.298,22.907,140.0,14.0,1.0,8.428,,,500,100,50,4.16,918,249,80,7.888,7.503,11.231,21.698,biomass: r_214 Sustainable Forestry - Biomass,21.698,27.473,0,rail_1_turn,0.51,0.42,6.573,ok,full_band
r_218,Petroleum Coking,petro_refinery,,0,pet_coke,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,54.162,22.386,140.0,14.0,1.0,9.138,,,500,100,50,4.16,883,292,113,9.245,7.531,12.616,24.598,crude_oil: r_222 Subsea Manifold Extraction,24.598,30.518,0,pipe_1_turn+rail_1_turn,0.87,0.78,5.881,ok,full_band
r_219,Copper Pipe Moulding,furnace,Alloy Heat Treatment,2,copper_pipe,rank II default,30.0,20.0,60.0,81.486,36.851,70.0,7.0,1.0,30.664,,,500,100,50,4.16,777,199,69,6.605,30.03,32.475,44.123,copper_ingots: r_020 Flash Copper Smelting; chem_salts: r_010 Salt Mining,47.875,53.571,0,rail_1_turn,0.645,0.43,28.955,ok,
