recipe_id,display_name,building_id,building_display,buildable,category,required_research,catalysts,maintenance_cost,labour_unskilled,labour_skilled,labour_h_skilled,labour_source,energy_req,input_1,qty_1,input_1_price,input_2,qty_2,input_2_price,input_3,qty_3,input_3_price,input_4,qty_4,input_4_price,input_5,qty_5,input_5_price,input_6,qty_6,input_6_price,output_1,output_qty_1,output_1_price,output_2,output_qty_2,output_2_price,output_3,output_qty_3,output_3_price,output_4,output_qty_4,output_4_price,output_5,output_qty_5,output_5_price,revenue,input_bill,energy_cost,maintenance,labour_cost,net_standalone,rate_unskilled,rate_skilled,rate_h_skilled,grid_buy_price
r_083,ELYSIS Aluminium,eaf,Electric Arc Furnace,TRUE,Aluminium Smelting,Electric Arc Refining,,4,1389,528,52,recipe,200,alumina,15,2.1692,chem_salts,6,1.1,,,,,,,,,,,,,aluminium,15,6.2601,alloy_ingots,1,1.8502,,,,,,,,,,95.7517,39.1380,24.0000,4.0000,10.6187,17.9950,0.00304,0.00912,0.0304,0.12
r_084,Aluminium Direct Carbothermic Electrolysis,eaf,Electric Arc Furnace,TRUE,Aluminium Smelting,Ultra-High-Power Arcs,,4,1322,502,50,recipe,200,alumina,15,2.1692,graphite,4,9.9781,,,,,,,,,,,,,aluminium,23,6.2601,,,,,,,,,,,,,143.9823,72.4504,24.0000,4.0000,10.1171,33.4148,0.00304,0.00912,0.0304,0.12
r_085,Oxygen Free High Conductivity Copper,eaf,Electric Arc Furnace,FALSE,Copper Smelting,,,4,1162,441,50,recipe,140,copper_ore,2,0.715,noble_gases,1,0,,,,,,,,,,,,,copper_ingots,4,2.6004,,,,,,,,,,,,,10.4016,1.4300,16.8000,,9.0744,,0.00304,0.00912,0.0304,0.12
r_086,Oxygen Air Separation,chem_plant,Chemical Plant,FALSE,Chemistry,,,8,2408,903,91,recipe,140,,,,,,,,,,,,,,,,,,,oxygen,2,0.275,noble_gases,4,0,,,,,,,,,,0.5500,0.0000,16.8000,,18.3221,,0.00304,0.00912,0.0304,0.12
r_087,Nitrogen Air Separation,chem_plant,Chemical Plant,TRUE,Chemistry,Process Intensification,,8,2408,903,91,recipe,140,,,,,,,,,,,,,,,,,,,nitrogen,50,1.2936,,,,,,,,,,,,,64.6800,0.0000,16.8000,8.0000,18.3221,21.5579,0.00304,0.00912,0.0304,0.12
r_088,Steam Methane Reforming,petro_refinery,Petrochemical Refinery,FALSE,Refining,,,2,756,287,50,recipe,70,methane,3,0,pure_water,3,0.4884,,,,,,,,,,,,,hydrogen,3,3.63,,,,,,,,,,,,,10.8900,1.4652,8.4000,,6.4357,,0.00304,0.00912,0.0304,0.12
r_089,Direct Injection Hydrogen Engines,assembly_plant,Assembly Plant,FALSE,Vehicle Components,,,26,3157,2807,945,recipe,20,aluminium,3,6.2601,hq_steel,1,0,cpu,1,77.8921,alloy_ingots,1,1.8502,,,,,,,engine,5,50.4823,,,,,,,,,,,,,252.4115,98.5226,2.4000,,63.9251,,0.00304,0.00912,0.0304,0.12
r_090,Sustainable Food Production,farm,Farm,FALSE,Farming,,,2,966,147,50,recipe,10,fertilisers,1,13.3804,,,,,,,,,,,,,,,,food,4,0,biomass,2,0.9999,waste_water,1,0.11,,,,,,,2.1098,13.3804,1.2000,,5.7973,,0.00304,0.00912,0.0304,0.12
r_091,Strip Farming,farm,Farm,FALSE,Farming,,,2,966,147,50,recipe,10,fertilisers,4,13.3804,pure_water,2,0.4884,,,,,,,,,,,,,food,10,0,biomass,5,0.9999,waste_water,3,0.11,,,,,,,5.3295,54.4984,1.2000,,5.7973,,0.00304,0.00912,0.0304,0.12
r_092,Mixed Crop Sustainable Farming,farm,Farm,FALSE,Farming,,,2,966,147,50,recipe,10,,,,,,,,,,,,,,,,,,,food,4,0,fabric_crops,1,0,oil_crops,1,0,waste_water,1,0.11,,,,0.1100,0.0000,1.2000,,5.7973,,0.00304,0.00912,0.0304,0.12
r_093,Agri Solar Farming,farm,Farm,FALSE,Farming,Agrivoltaic Integration,,2,966,147,50,recipe,10,,,,,,,,,,,,,,,,,,,food,5,0,waste_water,1,0.11,,,,,,,,,,0.1100,0.0000,1.2000,,5.7973,,0.00304,0.00912,0.0304,0.12
r_094,Livestock Farming,farm,Farm,FALSE,Farming,,,2,966,147,50,recipe,10,pure_water,3,0.4884,,,,,,,,,,,,,,,,food,6,0,biomass,2,0.9999,waste_water,2,0.11,,,,,,,2.2198,1.4652,1.2000,,5.7973,,0.00304,0.00912,0.0304,0.12
r_095,Aggressive Logging,forest,New Growth Forest,FALSE,Forestry,,,6,2898,448,50,recipe,10,,,,,,,,,,,,,,,,,,,wood,10,0,biomass,5,0.9999,,,,,,,,,,4.9995,0.0000,1.2000,,14.4157,,0.00304,0.00912,0.0304,0.12
r_096,Sustainable Forestry,forest,New Growth Forest,FALSE,Forestry,,,6,2898,448,50,recipe,10,,,,,,,,,,,,,,,,,,,wood,3,0,biomass,1,0.9999,,,,,,,,,,0.9999,0.0000,1.2000,,14.4157,,0.00304,0.00912,0.0304,0.12
r_097,Gentle Pruning,forest,New Growth Forest,FALSE,Forestry,,,6,2898,448,50,recipe,10,,,,,,,,,,,,,,,,,,,wood,2,0,biomass,1,0.9999,,,,,,,,,,0.9999,0.0000,1.2000,,14.4157,,0.00304,0.00912,0.0304,0.12
r_098,National Park Tourism,forest,New Growth Forest,FALSE,Forestry,,,6,2898,448,50,recipe,10,plastics,1,5.676,,,,,,,,,,,,,,,,wood,1,0,money,20,0,biomass,2,0.9999,municipal_waste,1,0,,,,1.9998,5.6760,1.2000,,14.4157,,0.00304,0.00912,0.0304,0.12
r_099,Lithium Phosphate Batteries,high_tech_manufactory,High Tech Manufactory,TRUE,Batteries,Lithium Iron Phosphate Cells,,18,2275,2023,679,recipe,20,lithium_carbonate,8,7.3183,chem_salts,3,1.1,copper_wiring,3,4.213,graphite,2,9.9781,industrial_acids,2,3.817,,,,lithium_battery,8,27.5,,,,,,,,,,,,,220.0000,102.0756,2.4000,18.0000,46.0074,51.5170,0.00304,0.00912,0.0304,0.12
r_100,Redox Flow Batteries,high_tech_manufactory,High Tech Manufactory,FALSE,Batteries,,,18,2275,2023,679,recipe,20,chem_salts,4,1.1,plastics,4,5.676,alloy_ingots,2,1.8502,industrial_acids,1,3.817,copper_pipe,1,3.3198,,,,flow_battery,8,0,,,,,,,,,,,,,0.0000,37.9412,2.4000,,46.0074,,0.00304,0.00912,0.0304,0.12
r_101,Alkaline Battery Manufacturing,factory,Industrial Goods Factory,TRUE,Batteries,,,14,6627,2486,251,recipe,20,alloy_ingots,20,1.8502,chem_salts,24,1.1,,,,,,,,,,,,,alkaline_battery,24,6.0423,,,,,,,,,,,,,145.0152,63.4040,2.4000,14.0000,50.4488,14.7624,0.00304,0.00912,0.0304,0.12
r_102,Sodium Ion Battery Manufacturing,assembly_plant,Assembly Plant,TRUE,Batteries,Sodium Battery Storage,,26,500,100,50,recipe,2,basic_salt,4,0.55,aluminium,2,6.2601,graphite,1,9.9781,,,,,,,,,,sodium_battery,6,16.5,,,,,,,,,,,,,99.0000,24.6983,0.2400,26.0000,3.9520,44.1097,0.00304,0.00912,0.0304,0.12
r_103,High Quality Steel Alloying,eaf,Electric Arc Furnace,FALSE,Steel Production,,,4,1162,441,50,recipe,70,steel,2,2.0185,alloy_ingots,1,1.8502,,,,,,,,,,,,,hq_steel,2,0,,,,,,,,,,,,,0.0000,5.8872,8.4000,,9.0744,,0.00304,0.00912,0.0304,0.12
r_104,Depolymerisation,poly_plant,Polymerisation Refinery,FALSE,Recycling,,,2,553,329,66,recipe,20,municipal_waste,5,0,,,,,,,,,,,,,,,,ethylene,2,4.2262,,,,,,,,,,,,,8.4524,0.0000,2.4000,,6.6880,,0.00304,0.00912,0.0304,0.12
r_105,Water Treatment,water_treatment_plant,Water Recyling Plant,TRUE,Recycling,Wastewater Bioreactors,,2,1467,224,50,recipe,20,waste_water,24,0.11,,,,,,,,,,,,,,,,pure_water,120,0.4884,,,,,,,,,,,,,58.6080,2.6400,2.4000,2.0000,8.0226,43.5454,0.00304,0.00912,0.0304,0.12
r_106,Scrap Recycling,eaf,Electric Arc Furnace,TRUE,Recycling,,,4,1485,564,56,recipe,70,scrap,24,0.88,,,,,,,,,,,,,,,,steel,27,2.0185,,,,,,,,,,,,,54.4995,21.1200,8.4000,4.0000,11.3605,9.6190,0.00304,0.00912,0.0304,0.12
r_107,E-Waste Recycling,recycling_plant,Recycling Plant,TRUE,Recycling,Advanced Oxidation Loops,,4,1670,630,62,recipe,20,e_waste,30,0.66,,,,,,,,,,,,,,,,copper_wiring,2,4.213,rubber,3,4.2768,aluminium,3,6.2601,alloy_ingots,3,1.8502,,,,45.5873,19.8000,2.4000,4.0000,12.7072,6.6801,0.00304,0.00912,0.0304,0.12
r_108,Biowaste Recycling,recycling_plant,Recycling Plant,TRUE,Recycling,Biowaste Digestion,,4,1670,630,62,recipe,20,bio_waste,30,0.33,,,,,,,,,,,,,,,,biomass,48,0.9999,,,,,,,,,,,,,47.9952,9.9000,2.4000,4.0000,12.7072,18.9880,0.00304,0.00912,0.0304,0.12
r_109,Waste to Power,power_plant,Power plant,FALSE,Power,,,4,500,126,66,recipe,0,compressed_biomass,5,0,,,,,,,,,,,,,,,,hydrocarbon_power,,0,,,,,,,,,,,,,0.0000,0.0000,0.0000,,4.6755,,0.00304,0.00912,0.0304,0.12
r_110,Rare Earth Recycling,recycling_plant,Recycling Plant,FALSE,Recycling,,,4,1169,441,50,recipe,20,battery_waste,5,0,sodium_hydroxide,1,0.88,,,,,,,,,,,,,refined_ree,2,12.8238,,,,,,,,,,,,,25.6476,0.8800,2.4000,,9.0957,,0.00304,0.00912,0.0304,0.12
r_111,Lithium Recycling,recycling_plant,Recycling Plant,FALSE,Recycling,,,4,1169,441,50,recipe,20,battery_waste,5,0,industrial_acids,1,3.817,,,,,,,,,,,,,lithium_carbonate,2,7.3183,,,,,,,,,,,,,14.6366,3.8170,2.4000,,9.0957,,0.00304,0.00912,0.0304,0.12
r_112,Open Combined Gas Cycle Turbine,power_plant,Power plant,FALSE,Power,,,4,500,126,66,recipe,0,methane,4,0,,,,,,,,,,,,,,,,hydrocarbon_power,1200,0,,,,,,,,,,,,,0.0000,0.0000,0.0000,,4.6755,,0.00304,0.00912,0.0304,0.12
r_113,Aluminium Recycling,recycling_plant,Recycling Plant,FALSE,Recycling,,,4,1181,446,50,recipe,20,municipal_waste,10,0,scrap,5,0.88,,,,,,,,,,,,,aluminium,2,6.2601,,,,,,,,,,,,,12.5202,4.4000,2.4000,,9.1778,,0.00304,0.00912,0.0304,0.12
r_114,Hydrochloric Acid Production,chem_plant,Chemical Plant,TRUE,Industrial Acids,,,8,5995,2248,227,recipe,70,chlorine,18,0.792,hydrogen,18,3.63,,,,,,,,,,,,,industrial_acids,24,3.817,,,,,,,,,,,,,91.6080,79.5960,8.4000,8.0000,45.6274,-50.0154,0.00304,0.00912,0.0304,0.12
r_115,Sulphuric Acid Production,chem_plant,Chemical Plant,TRUE,Industrial Acids,,,8,6159,2310,233,recipe,70,sulphur,36,1.0582,pure_water,17,0.4884,,,,,,,,,,,,,industrial_acids,16,3.817,,,,,,,,,,,,,61.0720,46.3980,8.4000,8.0000,46.8738,-48.5998,0.00304,0.00912,0.0304,0.12
r_116,Generic Acid Production,chem_plant,Chemical Plant,TRUE,Industrial Acids,,,8,5995,2248,227,recipe,70,chem_salts,24,1.1,hydrogen,12,3.63,,,,,,,,,,,,,industrial_acids,20,3.817,,,,,,,,,,,,,76.3400,69.9600,8.4000,8.0000,45.6274,-55.6474,0.00304,0.00912,0.0304,0.12
r_117,ICE Car Production,factory,Industrial Goods Factory,TRUE,Car And Large Vehicles,,,14,6994,2623,265,recipe,20,car_body,6,12.4344,engine,6,50.4823,glass,6,2.3133,tyres,25,6.0115,fuels,6,2.6037,,,,ice_car,6,112.534,,,,,,,,,,,,,675.2040,557.2897,2.4000,14.0000,53.2395,48.2748,0.00304,0.00912,0.0304,0.12
r_118,Automated ICE Car Assembly,assembly_plant,Assembly Plant,TRUE,Car And Large Vehicles,Automated Body-in-White Lines,,26,2592,4807,3711,recipe,20,car_body,8,12.4344,engine,8,50.4823,glass,8,2.3133,tyres,30,6.0115,fuels,8,2.6037,,,,ice_car,9,112.534,,,,,,,,,,,,,1012.8060,723.0146,2.4000,26.0000,164.5339,96.8575,0.00304,0.00912,0.0304,0.12
r_119,EV Assembly,assembly_plant,Assembly Plant,TRUE,Car And Large Vehicles,Electric Vehicle Assembly,,26,5524,4912,1654,recipe,20,car_body,5,12.4344,motor,8,10.3356,glass,5,2.3133,tyres,20,6.0115,lithium_battery,6,27.5,cpu,1,77.8921,ev_car,5,154.45,,,,,,,,,,,,,772.2500,519.5454,2.4000,26.0000,111.8720,112.4326,0.00304,0.00912,0.0304,0.12
r_120,Basic Circuit Soldering,factory,Industrial Goods Factory,TRUE,Electronics,,,14,5192,1947,197,recipe,20,copper_wiring,12,4.213,plastics,12,5.676,alloy_ingots,3,1.8502,,,,,,,,,,circuit_board,12,16.2679,,,,,,,,,,,,,195.2148,124.2186,2.4000,14.0000,39.5291,15.0671,0.00304,0.00912,0.0304,0.12
r_121,Circuit Printing,assembly_plant,Assembly Plant,TRUE,Electronics,300mm Wafer Lines,,26,3157,2807,945,recipe,20,copper_wiring,5,4.213,plastics,5,5.676,metallurgical_silicon,2,3.8808,,,,,,,,,,circuit_board,11,16.2679,,,,,,,,,,,,,178.9469,57.2066,2.4000,26.0000,63.9251,29.4152,0.00304,0.00912,0.0304,0.12
r_122,Semiconductor Fabbing,assembly_plant,Assembly Plant,TRUE,Electronics,,,26,3863,3434,1157,recipe,20,metallurgical_silicon,4,3.8808,circuit_board,12,16.2679,industrial_acids,1,3.817,refined_ree,5,12.8238,,,,,,,cpu,5,77.8921,,,,,,,,,,,,,389.4605,278.6740,2.4000,26.0000,78.2344,4.1521,0.00304,0.00912,0.0304,0.12
r_123,Fabless Semiconductors,high_tech_manufactory,High Tech Manufactory,TRUE,Electronics,Advanced Photolithography,,18,786,1529,4052,recipe,20,polysilicon,4,26.9533,circuit_board,2,16.2679,chem_salts,1,1.1,refined_ree,2,12.8238,,,,,,,cpu,5,77.8921,,,,,,,,,,,,,389.4605,167.0966,2.4000,18.0000,139.5147,62.4492,0.00304,0.00912,0.0304,0.12
r_124,Semiconductor 3D Printing,high_tech_manufactory,High Tech Manufactory,TRUE,Electronics,Additive Semiconductor Printing,,18,796,1582,4199,recipe,20,polysilicon,4,26.9533,circuit_board,1,16.2679,refined_ree,1,12.8238,,,,,,,,,,cpu,5,77.8921,,,,,,,,,,,,,389.4605,136.9049,2.4000,18.0000,144.4973,87.6583,0.00304,0.00912,0.0304,0.12
r_125,Computer Assembly,assembly_plant,Assembly Plant,TRUE,Electronics,,,26,3157,2807,945,recipe,20,circuit_board,3,16.2679,cpu,4,77.8921,aluminium,2,6.2601,,,,plastics,3,5.676,,,,computer,9,58.663,,,,,,,,,,,,,527.9670,389.9203,2.4000,26.0000,63.9251,45.7216,0.00304,0.00912,0.0304,0.12
r_126,Electrical Components Production,industrial_factory,Industrial Goods Factory,TRUE,Electrical Components,,,14,4686,1758,178,recipe,20,copper_wiring,12,4.213,plastics,5,5.676,chem_salts,5,1.1,,,,,,,,,,electrical_components,12,12.4146,,,,,,,,,,,,,148.9752,84.4360,2.4000,14.0000,35.6896,12.4496,0.00304,0.00912,0.0304,0.12
r_127,Precision Electrical Components,high_tech_manufactory,High Tech Manufactory,TRUE,Electrical Components,Precision Electronics Assembly,,18,2784,2475,831,recipe,20,copper_wiring,12,4.213,pvc,5,6.2458,refined_ree,5,12.8238,,,,,,,,,,electrical_components,21,12.4146,,,,,,,,,,,,,260.7066,145.9040,2.4000,18.0000,56.2978,38.1048,0.00304,0.00912,0.0304,0.12
r_128,Inert-Atmosphere Precision Components,high_tech_manufactory,High Tech Manufactory,FALSE,Electrical Components,,,18,2846,2531,850,recipe,20,copper_wiring,12,4.213,refined_ree,5,12.8238,noble_gases,6,0,,,,,,,,,,electrical_components,16,12.4146,,,,,,,,,,,,,198.6336,114.6750,2.4000,,57.5746,,0.00304,0.00912,0.0304,0.12
r_129,Carbon Fibre Weaving,high_tech_manufactory,High Tech Manufactory,FALSE,Manufacturing,,,18,2275,2023,679,recipe,20,plastics,6,5.676,graphite,2,9.9781,,,,,,,,,,,,,carbon_fibre,3,0,,,,,,,,,,,,,0.0000,54.0122,2.4000,,46.0074,,0.00304,0.00912,0.0304,0.12
r_130,Carbon Fibre 3D Printing,high_tech_manufactory,High Tech Manufactory,FALSE,Manufacturing,,,18,2275,2023,679,recipe,20,plastics,6,5.676,graphite,2,9.9781,,,,,,,,,,,,,carbon_fibre,4,0,,,,,,,,,,,,,0.0000,54.0122,2.4000,,46.0074,,0.00304,0.00912,0.0304,0.12
r_131,Hydrogen Power,power_plant,Power plant,TRUE,Power,Hydrogen Combustion Turbines,,4,500,126,66,recipe,0,hydrogen,2,3.63,,,,,,,,,,,,,,,,power,2540,0.11,,,,,,,,,,,,,279.4000,7.2600,0.0000,4.0000,4.6755,263.4645,0.00304,0.00912,0.0304,0.12
r_132,Alloy Metal Smelting,furnace,Furnace,TRUE,Alloy Metal Smelting,,,2,719,270,50,recipe,140,alloy_ore,20,1.0582,,,,,,,,,,,,,,,,alloy_ingots,30,1.8502,,,,,,,,,,,,,55.5060,21.1640,16.8000,2.0000,6.1682,9.3738,0.00304,0.00912,0.0304,0.12
r_133,Alloy Metal Electrolysis,electrolyser,Electrolyser,TRUE,Alloy Metal Smelting,Molten Salt Alloy Electrolysis,,2,1023,384,50,recipe,200,alloy_ore,20,1.0582,sodium_hydroxide,5,0.88,,,,,,,,,,,,,alloy_ingots,50,1.8502,,,,,,,,,,,,,92.5100,25.5640,24.0000,2.0000,8.1320,32.8140,0.00304,0.00912,0.0304,0.12
r_134,Alloy Metal Mining,mine,Mine,TRUE,Mineral Mining,,,4,1806,273,50,recipe,30,,,,,,,,,,,,,,,,,,,alloy_ore,24,1.0582,,,,,,,,,,,,,25.3968,0.0000,3.6000,4.0000,9.5000,8.2968,0.00304,0.00912,0.0304,0.12
r_135,Fibreglass Production,factory,Industrial Goods Factory,TRUE,Manufacturing,,,14,3831,1437,145,recipe,20,glass,3,2.3133,plastics,3,5.676,,,,,,,,,,,,,fibreglass,6,12.8909,,,,,,,,,,,,,77.3454,23.9679,2.4000,14.0000,29.1597,7.8178,0.00304,0.00912,0.0304,0.12
r_136,Iron Air Batteries,factory,Industrial Goods Factory,TRUE,Batteries,Iron-Air Battery Cells,,14,500,100,50,recipe,5,iron_ingots,6,1.0868,oxygen,2,0.275,steel,4,2.0185,pure_water,4,0.4884,,,,,,,iron_battery,6,5.5,,,,,,,,,,,,,33.0000,17.0984,0.6000,14.0000,3.9520,-2.6504,0.00304,0.00912,0.0304,0.12
r_137,Solid State Batteries,high_tech_manufactory,High Tech Manufactory,FALSE,Batteries,,,18,2518,2239,752,recipe,20,lithium_carbonate,6,7.3183,noble_gases,4,0,refined_ree,2,12.8238,alloy_ingots,4,1.8502,metallurgical_silicon,2,3.8808,,,,solid_battery,2,0,,,,,,,,,,,,,0.0000,84.7198,2.4000,,50.9352,,0.00304,0.00912,0.0304,0.12
r_138,Basic Fermentation,bio_chem_plant,,FALSE,Biofuels,,,,500,100,50,recipe,70,oil_crops,10,0,pure_water,5,0.4884,,,,,,,,,,,,,ethanol,10,0,,,,,,,,,,,,,0.0000,2.4420,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_139,Celulosic Enzymatic Hydrolysis,bio_chem_plant,,FALSE,Biofuels,,,,500,100,50,recipe,70,wood,10,0,spec_microbes,2,0,pure_water,5,0.4884,,,,,,,,,,ethanol,20,0,,,,,,,,,,,,,0.0000,2.4420,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_140,Transestesterification,bio_chem_plant,,FALSE,Biofuels,,,,500,100,50,recipe,70,oil_crops,10,0,methanol,5,0,,,,,,,,,,,,,fuels,10,2.6037,,,,,,,,,,,,,26.0370,0.0000,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_141,HEFA Biofuels,bio_chem_plant,,FALSE,Biofuels,,,,500,100,50,recipe,70,oil_crops,10,0,hydrogen,4,3.63,,,,,,,,,,,,,SAF,10,0,propane,2,0,,,,,,,,,,0.0000,14.5200,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_142,Crude Distillation,petro_refinery,Petrochemical Refinery,FALSE,Refining,,,2,756,287,50,recipe,70,crude_oil,10,1.1726,,,,,,,,,,,,,,,,heavy_oil,4,0,light_oil,4,0,petro_gases,2,0,,,,,,,0.0000,11.7260,8.4000,,6.4357,,0.00304,0.00912,0.0304,0.12
r_143,Catalytic Cracking,petro_refinery,Petrochemical Refinery,FALSE,Refining,,,2,756,287,50,recipe,70,crude_oil,10,1.1726,,,,,,,,,,,,,,,,heavy_oil,2,0,light_oil,5,0,petro_gases,3,0,,,,,,,0.0000,11.7260,8.4000,,6.4357,,0.00304,0.00912,0.0304,0.12
r_144,Gas to Methane,petro_refinery,Petrochemical Refinery,FALSE,Refining,,,2,756,287,50,recipe,70,petro_gases,6,0,,,,,,,,,,,,,,,,methane,4,0,propane,1,0,,,,,,,,,,0.0000,0.0000,8.4000,,6.4357,,0.00304,0.00912,0.0304,0.12
r_145,Offshore Wind Power Generation,offshore_wind_farm,Offshore Wind Farm,TRUE,Power,,,6,500,100,50,recipe,0,,,,,,,,,,,,,,,,,,,power,245,0.11,,,,,,,,,,,,,26.9500,0.0000,0.0000,6.0000,3.9520,16.9980,0.00304,0.00912,0.0304,0.12
r_146,Solar Power Generation,solar_farm,Solar Farm,TRUE,Power,,,4,500,100,50,recipe,0,,,,,,,,,,,,,,,,,,,power,228,0.11,,,,,,,,,,,,,25.0800,0.0000,0.0000,4.0000,3.9520,17.1280,0.00304,0.00912,0.0304,0.12
r_147,Propane Dehydrogenation,petro_refinery,Petrochemical Refinery,FALSE,Refining,,,2,756,287,50,recipe,70,propane,1,0,,,,,,,,,,,,,,,,hydrogen,1,3.63,ethylene,1,4.2262,,,,,,,,,,7.8562,0.0000,8.4000,,6.4357,,0.00304,0.00912,0.0304,0.12
r_148,Steam Cracking,petro_refinery,Petrochemical Refinery,FALSE,Refining,,,2,756,287,50,recipe,70,light_oil,4,0,pure_water,2,0.4884,,,,,,,,,,,,,ethylene,4,4.2262,petro_gases,2,0,,,,,,,,,,16.9048,0.9768,8.4000,,6.4357,,0.00304,0.00912,0.0304,0.12
r_149,Delayed Coking,petro_refinery,Petrochemical Refinery,FALSE,Carbon,,,2,756,287,50,recipe,70,heavy_oil,4,0,,,,,,,,,,,,,,,,pet_coke,8,3.3099,,,,,,,,,,,,,26.4792,0.0000,8.4000,,6.4357,,0.00304,0.00912,0.0304,0.12
r_150,Petroleum Needle Coke Calcination,petro_refinery,Petrochemical Refinery,TRUE,Carbon,,,2,789,300,50,recipe,240,pet_coke,16,3.3099,,,,,,,,,,,,,,,,graphite,10,9.9781,,,,,,,,,,,,,99.7810,52.9584,28.8000,2.0000,6.6546,9.3680,0.00304,0.00912,0.0304,0.12
r_151,Petroleum Needle Coke Power,power_plant,Power plant,TRUE,Power,Combined Cycle Turbines,,4,756,287,50,recipe,0,pet_coke,8,3.3099,,,,,,,,,,,,,,,,power,680,0.11,,,,,,,,,,,,,74.8000,26.4792,0.0000,4.0000,6.4357,37.8851,0.00304,0.00912,0.0304,0.12
r_152,Alcohol to Jet SAF,chem_plant,Chemical Plant,FALSE,Chemistry,,,8,2408,903,91,recipe,70,ethanol,6,0,hydrogen,3,3.63,,,,,,,,,,,,,SAF,6,0,pure_water,3,0.4884,,,,,,,,,,1.4652,10.8900,8.4000,,18.3221,,0.00304,0.00912,0.0304,0.12
r_153,Biomass Gassification,bio_chem_plant,,FALSE,Biofuels,,,,500,100,50,recipe,70,biomass,6,0.9999,pure_water,4,0.4884,,,,,,,,,,,,,fuels,4,2.6037,,,,,,,,,,,,,10.4148,7.9530,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_154,Coal Liquefaction,chem_plant,Chemical Plant,TRUE,Chemistry,Fischer-Tropsch Synthesis,,8,2408,903,91,recipe,70,coal,10,0.44,hydrogen,2,3.63,,,,,,,,,,,,,fuels,85,2.6037,,,,,,,,,,,,,221.3145,11.6600,8.4000,8.0000,18.3221,174.9324,0.00304,0.00912,0.0304,0.12
r_155,Micro Algae Digestion,bio_chem_plant,,FALSE,Biofuels,,,,500,100,50,recipe,70,biomass,4,0.9999,spec_microbes,2,0,pure_water,2,0.4884,,,,,,,,,,ethylene,2,4.2262,,,,,,,,,,,,,8.4524,4.9764,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_156,Medical Goods Production,high_tech_manufactory,High Tech Manufactory,FALSE,Manufacturing,,,18,3250,2890,970,recipe,20,plastics,10,5.676,oxygen,4,0.275,refined_ree,2,12.8238,rubber,10,4.2768,aluminium,2,6.2601,glass,2,2.3133,medical_components,4,0,,,,,,,,,,,,,0.0000,143.4224,2.4000,,65.7248,,0.00304,0.00912,0.0304,0.12
r_157,Thermo Mechanical Pulping,timber_paper_factory,,FALSE,,,,,500,100,50,recipe,70,wood,5,0,pure_water,4,0.4884,,,,,,,,,,,,,wood_pulp,5,0,,,,,,,,,,,,,0.0000,1.9536,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_158,Chemical Wood Bleaching,timber_paper_factory,,FALSE,,,,,500,100,50,recipe,20,wood,5,0,sodium_hydroxide,2,0.88,,,,,,,,,,,,,wood_pulp,5,0,,,,,,,,,,,,,0.0000,1.7600,2.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_159,Wood Pulp Bleaching,timber_paper_factory,,FALSE,,,,,500,100,50,recipe,70,wood_pulp,5,0,chlorine,2,0.792,,,,,,,,,,,,,paper_pulp,5,0,,,,,,,,,,,,,0.0000,1.5840,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_160,Paper Goods Production,timber_paper_factory,,FALSE,,,,,500,100,50,recipe,20,paper_pulp,5,0,,,,,,,,,,,,,,,,paper_goods,10,0,,,,,,,,,,,,,0.0000,0.0000,2.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_161,Paper Pulp Oxygen Delignification,timber_paper_factory,,FALSE,,,,,500,100,50,recipe,70,wood_pulp,5,0,oxygen,2,0.275,pure_water,2,0.4884,,,,,,,,,,paper_pulp,10,0,,,,,,,,,,,,,0.0000,1.5268,8.4000,,3.9520,,0.00304,0.00912,0.0304,0.12
r_162,Wood Toy Craftsmanship,factory,Industrial Goods Factory,FALSE,,,,14,3831,1437,145,recipe,20,wood,2,0,,,,,,,,,,,,,,,,toys,10,0,,,,,,,,,,,,,0.0000,0.0000,2.4000,,29.1597,,0.00304,0.00912,0.0304,0.12
r_163,plastics Toy Manufacturing,factory,Industrial Goods Factory,FALSE,,,,14,3831,1437,145,recipe,20,plastics,2,5.676,,,,,,,,,,,,,,,,toys,20,0,,,,,,,,,,,,,0.0000,11.3520,2.4000,,29.1597,,0.00304,0.00912,0.0304,0.12
r_164,plastics Toy Mass Production,factory,Industrial Goods Factory,FALSE,,,,14,3831,1437,145,recipe,20,plastics,4,5.676,,,,,,,,,,,,,,,,toys,50,0,,,,,,,,,,,,,0.0000,22.7040,2.4000,,29.1597,,0.00304,0.00912,0.0304,0.12
r_165,Radial Axial Tire Production,factory,Industrial Goods Factory,TRUE,,,,14,6850,2569,260,recipe,20,rubber,16,4.2768,sulphur,11,1.0582,steel,20,2.0185,,,,,,,,,,tyres,36,6.0115,,,,,,,,,,,,,216.4140,120.4390,2.4000,14.0000,52.1573,27.4177,0.00304,0.00912,0.0304,0.12
