recipe_id,recipe,building_id,tech_rank,primary_output,deployed_output_qty,deployed_labour_unskilled,deployed_labour_skilled,deployed_labour_h_skilled,target_policy,target_profit,target_min,target_max,gross_market_revenue,market_input_bill,grid_power_bill,maintenance_bill,labour_bill,production_margin_before_market_freight,one_turn_inbound_freight,one_turn_outbound_freight,one_turn_working_inventory_warehouse_reserve,cash_before_tax_after_one_turn_freight,cash_before_tax_after_one_turn_freight_and_warehouse,taxes,dividends,net_cash_after_tax_dividends,in_target_after_one_turn_friction_before_tax,freight_assumption
r_135,Fibreglass Production,industrial_factory,0,fibreglass,6.0,3831,1437,145,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,70.314,22.878,2.0,7.0,30.694,7.741,0.06,0.06,0.12,7.621,7.501,1.5,1.2,4.801,True,rail_1_turn
r_136,Iron Air Batteries,industrial_factory,2,iron_battery,15.0,7114,2668,270,rank II default,30.0,20.0,60.0,383.31,278.256,2.0,7.0,57.018,39.036,3.795,0.225,4.98,35.016,30.036,6.007,4.806,19.223,True,pipe_1_turn+rail_1_turn
r_145,Offshore Wind Power Generation,offshore_wind_farm,0,power,245.0,500,100,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,14.7,0,0.0,3.0,4.16,7.54,0.0,0.0,0.0,7.54,7.54,1.508,1.206,4.826,True,grid
r_146,Solar Power Generation,solar_farm,0,power,228.0,500,100,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,13.68,0,0.0,2.0,4.16,7.52,0.0,0.0,0.0,7.52,7.52,1.504,1.203,4.813,True,grid
r_150,Petroleum Needle Coke Calcination,petro_refinery,0,graphite,10.0,789,300,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,90.71,50.551,24.0,1.0,7.005,8.154,0.24,0.15,0.26,7.764,7.504,1.501,1.201,4.803,True,rail_1_turn
r_151,Petroleum Needle Coke Power,petro_refinery,0,power,680.0,756,287,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,40.8,25.276,0.0,1.0,6.774,7.75,0.12,0.0,0.08,7.63,7.55,1.51,1.208,4.832,True,grid+rail_1_turn
r_154,Coal Liquefaction,chem_plant,2,fuels,85.0,2408,903,91,rank II default,30.0,20.0,60.0,201.195,134.4,7.0,4.0,19.286,36.509,0.21,2.55,2.85,33.749,30.899,6.18,4.944,19.775,True,pipe_1_turn+rail_1_turn
r_165,Radial Axial Tire Production,industrial_factory,0,tyres,36.0,6850,2569,260,radial axial tyres should be modestly profitable,7.5,0.0,15.0,196.74,130.521,2.0,7.0,54.902,2.316,0.625,0.54,0.83,1.151,0.321,0.064,0.051,0.206,True,rail_1_turn
r_175,PVC Polymerisation,poly_plant,0,pvc,16.0,736,438,88,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,90.848,62.271,7.0,1.0,9.376,11.201,0.78,0.16,2.76,10.261,7.501,1.5,1.2,4.8,True,pipe_1_turn+rail_1_turn
r_177,Shale Oil Fracking,fracking_oil_well,1,crude_oil,29.0,1722,266,50,rank I default,15.0,5.0,30.0,30.914,0,3.0,2.0,9.664,16.25,0.0,0.87,0.87,15.38,14.51,2.902,2.322,9.286,mine exception,pipe_1_turn
r_178,Offshore Oil Extraction,offshore_oil_platform,2,crude_oil,45.0,1722,266,50,rank II default,30.0,20.0,60.0,47.97,0,3.0,2.0,9.664,33.306,0.0,1.35,1.35,31.956,30.606,6.121,4.897,19.588,mine exception,pipe_1_turn
r_179,Sulphur Mining,mine,0,sulphur,24.0,1806,273,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,23.088,0,3.0,2.0,10.0,8.088,0.0,0.36,0.24,7.728,7.488,1.498,1.198,4.792,mine exception,rail_1_turn
r_180,Oil Refining,petro_refinery,0,processed_oil,18.0,882,335,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,47.79,22.386,7.0,1.0,7.638,9.766,0.6,0.54,1.14,8.626,7.486,1.497,1.198,4.791,True,pipe_1_turn
r_181,Oil Power Production,coal_power,0,power,525.0,500,126,66,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,31.5,16.727,0.0,2.0,4.922,7.852,0.18,0.0,0.18,7.672,7.492,1.498,1.199,4.795,True,grid+pipe_1_turn
r_203,Hairpin Stator Motors,assembly_plant,1,motor,28.0,2091,3679,2833,rank I default,15.0,5.0,30.0,263.088,100.395,2.0,13.0,132.666,15.028,0.285,0.42,0.51,14.323,13.813,2.763,2.21,8.84,True,rail_1_turn
r_204,Heavy Vehicles Assembly,industrial_factory,0,heavy_vehicle,5.0,14732,9157,2637,base heavy vehicles should stay slightly profitable,15.0,0.0,30.0,1140.0,896.54,2.0,7.0,219.434,15.026,1.515,0.15,1.03,13.361,12.331,2.466,1.973,7.892,True,pipe_1_turn+rail_1_turn
r_205,Heavy Vehicles Automated Manufacturing,assembly_plant,1,heavy_vehicle,5.0,2657,4953,3825,automated heavy vehicles should have a controlled advanced margin,50.0,30.0,70.0,1140.0,896.54,2.0,13.0,178.451,50.008,1.515,0.15,1.03,48.343,47.313,9.463,7.57,30.281,True,pipe_1_turn+rail_1_turn
r_206,Electric Heavy Vehicles Manufacturing,assembly_plant,2,heavy_vehicle,5.0,1911,4334,3814,electric heavy vehicles should lead the heavy vehicle tier without breaching the integration cap,60.0,60.0,90.0,1140.0,895.226,2.0,13.0,169.77,60.005,0.885,0.15,0.39,58.97,58.58,11.716,9.373,37.491,False,rail_1_turn
r_207,Heavy Electric Motor,assembly_plant,2,large_engine,13.0,5863,5213,1755,rank II default,30.0,20.0,60.0,550.303,355.19,2.0,13.0,124.966,55.147,0.78,0.39,0.65,53.977,53.327,10.665,8.532,34.129,True,rail_1_turn
r_208,Sustainable Biomass Production,farm,1,biomass,15.0,966,147,50,rank I default,15.0,5.0,30.0,14.135,12.772,1.0,1.0,6.102,-6.74,0.015,0.3,0.31,-7.055,-7.365,0.0,0.0,-7.365,False,pipe_1_turn+rail_1_turn
r_209,Strip Farming - Biomass,farm,0,biomass,24.0,966,147,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,23.316,52.021,1.0,1.0,6.102,-36.808,0.12,0.69,0.79,-37.618,-38.408,0.0,0.0,-38.408,False,pipe_1_turn+rail_1_turn
r_211,Agri Solar Farming - Biomass,farm,0,biomass,10.0,966,147,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,9.59,0,1.0,1.0,6.102,1.488,0.0,0.25,0.25,1.238,0.988,0.198,0.158,0.632,False,pipe_1_turn+rail_1_turn
r_212,Livestock Farming - Biomass,farm,0,biomass,12.0,966,147,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,11.908,1.399,1.0,1.0,6.102,2.407,0.09,0.42,0.51,1.897,1.387,0.277,0.222,0.888,False,pipe_1_turn+rail_1_turn
r_213,Aggressive Logging - Biomass,new_forest,0,biomass,30.0,2898,448,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,27.27,0,1.0,3.0,15.174,8.096,0.0,0.3,0.3,7.796,7.496,1.499,1.199,4.797,True,rail_1_turn
r_214,Sustainable Forestry - Biomass,new_forest,2,biomass,55.0,2898,448,50,rank II default,30.0,20.0,60.0,49.995,0,1.0,3.0,15.174,30.821,0.0,0.55,0.55,30.271,29.721,5.944,4.755,19.021,True,rail_1_turn
r_215,Gentle Pruning - Biomass,new_forest,0,biomass,30.0,2898,448,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,27.27,0,1.0,3.0,15.174,8.096,0.0,0.3,0.3,7.796,7.496,1.499,1.199,4.797,True,rail_1_turn
r_217,Biomass Carbonisation,furnace,0,carbonised_biomass,18.0,788,296,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,53.298,22.907,14.0,1.0,6.963,8.428,0.24,0.27,0.42,7.918,7.498,1.5,1.2,4.799,True,rail_1_turn
r_218,Petroleum Coking,petro_refinery,0,pet_coke,18.0,882,335,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,54.162,22.386,14.0,1.0,7.638,9.138,0.6,0.27,0.78,8.268,7.488,1.498,1.198,4.792,True,pipe_1_turn+rail_1_turn
r_219,Copper Pipe Moulding,furnace,2,copper_pipe,27.0,643,241,50,rank II default,30.0,20.0,60.0,81.486,36.851,7.0,1.0,5.971,30.664,0.24,0.405,0.43,30.019,29.589,5.918,4.734,18.937,True,rail_1_turn
r_220,Copper Pipe Manufacturing,industrial_factory,2,copper_pipe,48.0,3870,1451,147,rank II default,30.0,20.0,60.0,144.864,66.378,7.0,7.0,31.018,33.469,0.24,0.72,0.72,32.509,31.789,6.358,5.086,20.345,True,pipe_1_turn+rail_1_turn
r_221,Deepwater Oil Extraction,offshore_oil_platform,2,crude_oil,45.0,1722,266,50,rank II default,30.0,20.0,60.0,47.97,0,3.0,2.0,9.664,33.306,0.0,1.35,1.35,31.956,30.606,6.121,4.897,19.588,True,pipe_1_turn
r_222,Subsea Manifold Extraction,offshore_oil_platform,3,crude_oil,75.0,1722,266,50,rank III default,60.0,30.0,100.0,79.95,0,3.0,2.0,9.664,65.286,0.0,2.25,2.25,63.036,60.786,12.157,9.726,38.903,mine exception,pipe_1_turn
r_223,Floating Offshore Wind Power,offshore_wind_farm,3,power,1120.0,500,100,50,rank III default,60.0,30.0,100.0,67.2,0,0.0,3.0,4.16,60.04,0.0,0.0,0.0,60.04,60.04,12.008,9.606,38.426,True,grid
r_224,Hydroelectric Power,hydro_power_plant,1,power,370.0,500,100,50,rank I default,15.0,5.0,30.0,22.2,0,0.0,3.0,4.16,15.04,0.0,0.0,0.0,15.04,15.04,3.008,2.406,9.626,True,grid
r_225,Battery Storage,battery,0,,0.0,500,100,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,0.0,0,0.0,3.0,4.16,-7.16,0.0,0.0,0.0,-7.16,-7.16,0.0,0.0,-7.16,False,none
r_226,Magnetic Separation Electrolysis,electrolyser,2,refined_ree,7.0,784,294,50,rank II default,30.0,20.0,60.0,81.606,21.815,24.0,1.0,6.931,27.86,0.27,0.105,0.29,27.485,27.195,5.439,4.351,17.405,True,pipe_1_turn+rail_1_turn
r_227,Rudimentary Lithium Refinement,furnace,0,lithium_carbonate,9.0,616,231,50,start-unlocked after freight and warehouse reserve,7.5,5.0,10.0,143.82,118.72,10.0,1.0,5.789,8.311,0.21,0.135,0.47,7.966,7.496,1.499,1.199,4.797,True,pipe_1_turn+rail_1_turn
r_228,Bio Ethylene,chem_plant,3,ethylene,28.0,2408,903,91,rank III default,60.0,30.0,100.0,107.576,9.545,10.0,4.0,19.286,64.745,0.1,0.84,2.9,63.805,60.905,12.181,9.745,38.979,True,pipe_1_turn+rail_1_turn
