key,file,line,step_id,chapter,field,active,format_args,text
step.build_glass_source.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,583,build_glass_source,Integration · Margin,body,TRUE,,"You don't have the furnace's build kit on this tile yet. Choose Buy from market and construct — later, you could produce these materials yourself too."
step.glass_sell.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,594,glass_sell,Integration · Margin,chapter,TRUE,,Integration · Margin
step.glass_sell.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,595,glass_sell,Integration · Margin,title,TRUE,,Turn windows into cash
step.glass_sell.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,596,glass_sell,Integration · Margin,body,TRUE,,"Your furnace takes a couple of turns to build, and until it feeds the factory your margin stays wafer-thin. Don't let finished windows pile up — switch on 'Sell all Surplus every turn' on the factory tile. Each turn it ships them to market for cash while you integrate."
step.glass_wait_built.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,608,glass_wait_built,Integration · Margin,chapter,TRUE,,Integration · Margin
step.glass_wait_built.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,609,glass_wait_built,Integration · Margin,title,TRUE,,End turns until the furnace is built
step.glass_wait_built.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,610,glass_wait_built,Integration · Margin,body,TRUE,,"Keep pressing End Turn while the furnace goes up — a couple of turns. Once it's finished, we'll see why it still can't make a single sheet of glass."
step.glass_diagnose_pipe.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,621,glass_diagnose_pipe,Integration · Margin,chapter,TRUE,,Integration · Margin
step.glass_diagnose_pipe.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,622,glass_diagnose_pipe,Integration · Margin,title,TRUE,,Built — but starved
step.glass_diagnose_pipe.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,623,glass_diagnose_pipe,Integration · Margin,body,TRUE,,"The furnace is up and wired for power, and its sand and limestone come in from the docks. But read Diagnostics: 'No input Reinforced Pipeline'. Glassmaking also needs sodium hydroxide — a hazardous liquid that can't travel by road or rail. It moves ONLY through a reinforced pipe, and nothing yet connects the furnace to the docks."
step.glass_lay_pipe.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,632,glass_lay_pipe,Integration · Margin,chapter,TRUE,,Integration · Margin
step.glass_lay_pipe.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,633,glass_lay_pipe,Integration · Margin,title,TRUE,,Lay a reinforced pipe
step.glass_lay_pipe.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,634,glass_lay_pipe,Integration · Margin,body,TRUE,,"Stoneshore Docks already has a reinforced-pipe terminal where hazardous liquids come ashore. Connect your furnace to it: in the tile panel's Infrastructure row, click the Reinf. pipes ""+"" to lay a reinforced pipe on this tile."
step.glass_run.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,646,glass_run,Integration · Margin,chapter,TRUE,,Integration · Margin
step.glass_run.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,647,glass_run,Integration · Margin,title,TRUE,,End turns until the glass flows
step.glass_run.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,648,glass_run,Integration · Margin,body,TRUE,,The pipe takes a turn to lay; then the sodium hydroxide flows in and the furnace fires up. Keep pressing End Turn until it reads Running. Your glass is now being made on-site.
step.glass_output_check.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,659,glass_output_check,Integration · Margin,chapter,TRUE,,Integration · Margin
step.glass_output_check.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,660,glass_output_check,Integration · Margin,title,TRUE,,"Send the glass to the factory, not the market"
step.glass_output_check.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,661,glass_output_check,Integration · Margin,body,TRUE,,"One catch with the build menu: it routes a new building's output to the Market by default — so right now the furnace would sell its glass instead of feeding the factory beside it. In the furnace panel, open Output destination and switch it to Tile stockpile. Then the window factory next door consumes the glass on-site — no shipping, no market spread — and the wafer-thin margin widens into real profit."
step.glass_economics.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,673,glass_economics,Integration · Margin,chapter,TRUE,,Integration · Margin
step.glass_economics.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,674,glass_economics,Integration · Margin,title,TRUE,,See the difference
step.glass_economics.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,675,glass_economics,Integration · Margin,body,TRUE,,"Open your window factory and read its economics. With glass now made in-house, the cost per window has dropped further below the market price — the wafer-thin margin you started with is now a solid profit, every turn."
step.glass_better.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,684,glass_better,Integration · Research,chapter,TRUE,,Integration · Research
step.glass_better.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,685,glass_better,Integration · Research,title,TRUE,,We can do better
step.glass_better.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,686,glass_better,Integration · Research,body,TRUE,,"A small profit is a fine start — but we can do far better. New recipes are waiting to be unlocked: cleaner, more efficient ways to make the same goods. Let's research a better way to make glass."
step.glass_research.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,694,glass_research,Integration · Research,chapter,TRUE,,Integration · Research
step.glass_research.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,695,glass_research,Integration · Research,title,TRUE,,Unlock High Strength Glassmaking
step.glass_research.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,696,glass_research,Integration · Research,body,TRUE,,"Open Research (the microscope on the bottom bar — shortcut R), click 'Choose Free Unlocks', then find and unlock 'High Strength Glassmaking' (under Inorganic Chemistry — it has no prerequisites)."
step.glass_upgrade.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,707,glass_upgrade,Integration · Research,chapter,TRUE,,Integration · Research
step.glass_upgrade.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,708,glass_upgrade,Integration · Research,title,TRUE,,Switch recipes — your turn
step.glass_upgrade.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,709,glass_upgrade,Integration · Research,body,TRUE,,"Unlocked! Now do it yourself, no hand-holding. Close the Research panel (press R again, or Esc), then find your factory tile and click it, select the Furnace, press 'Change recipe' and pick High Strength Glassmaking. Confirm the retool — it pauses the furnace a few turns — then End Turn until it's running the new recipe. Watch the profit jump."
step.build_alu_open.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,724,build_alu_open,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.build_alu_open.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,725,build_alu_open,Integration · Revenue,title,TRUE,,Build an aluminium smelter
step.build_alu_open.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,726,build_alu_open,Integration · Revenue,body,TRUE,"[ _recipe_output_qty(""r_050""), _recipe_input_qty(""r_056"", ""aluminium""), maxi(0, _recipe_output_qty(""r_050"") - _recipe_input_qty(""r_056"", ""aluminium"")), ]","A smelter makes %d aluminium a turn — your factory needs %d, and the surplus %d sells each turn. Build it right here on your factory's tile: co-located, its output feeds the factory on-site with no shipping. We will improve this base process once it is running. Open the build tile and click Build."
step.build_alu_recipe.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,744,build_alu_recipe,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.build_alu_recipe.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,745,build_alu_recipe,Integration · Revenue,title,TRUE,,Pick Aluminium (Hall Heroult) Smelting
step.build_alu_recipe.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,746,build_alu_recipe,Integration · Revenue,body,TRUE,,Start with the highlighted Aluminium (Hall Heroult) Smelting recipe. It will get aluminium flowing; later we will unlock a better Furnace process and switch this same building over.
step.build_alu_confirm.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,757,build_alu_confirm,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.build_alu_confirm.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,758,build_alu_confirm,Integration · Revenue,title,TRUE,,Confirm the build
step.build_alu_confirm.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,759,build_alu_confirm,Integration · Revenue,body,TRUE,,Press Confirm to start the smelter on this tile.
step.build_alu_source.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,770,build_alu_source,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.build_alu_source.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,771,build_alu_source,Integration · Revenue,title,TRUE,,Buy the build materials
step.build_alu_source.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,772,build_alu_source,Integration · Revenue,body,TRUE,,"Choose Buy from market and construct. Once it runs, it smelts more aluminium than the factory needs — the surplus sells each turn. (Aluminium's the smaller input, though: glass is where the real profit lives.)"
step.sell_windows.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,783,sell_windows,Integration · Margin,chapter,TRUE,,Integration · Margin
step.sell_windows.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,784,sell_windows,Integration · Margin,title,TRUE,,Turn windows into cash
step.sell_windows.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,785,sell_windows,Integration · Margin,body,TRUE,,"Your new building takes a few turns to construct, and until it helps your margin stays wafer-thin. Don't let finished windows pile up — switch on 'Sell all Surplus every turn' on the factory tile. Each turn it ships them to market, turning them into cash while you integrate."
step.alu_wait_built.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,797,alu_wait_built,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.alu_wait_built.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,798,alu_wait_built,Integration · Revenue,title,TRUE,,End turns until the smelter is built
step.alu_wait_built.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,799,alu_wait_built,Integration · Revenue,body,TRUE,,"Keep pressing End Turn while the smelter goes up. Once it is finished, we can get its base process running and feed the factory."
step.alu_run_base.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,810,alu_run_base,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.alu_run_base.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,811,alu_run_base,Integration · Revenue,title,TRUE,,Let the base smelter run
step.alu_run_base.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,812,alu_run_base,Integration · Revenue,body,TRUE,,Keep pressing End Turn until the smelter reads Running. The Hall Heroult process can now feed the factory and sell its surplus.
step.alu_output_check.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,823,alu_output_check,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.alu_output_check.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,824,alu_output_check,Integration · Revenue,title,TRUE,,Feed the factory before selling the surplus
step.alu_output_check.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,825,alu_output_check,Integration · Revenue,body,TRUE,,"New buildings send output to the Market by default. In the smelter panel, open Output destination and switch it to Tile stockpile. The window factory can then take its aluminium on-site; only the excess becomes surplus for sale."
step.alu_research.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,837,alu_research,Integration · Research,chapter,TRUE,,Integration · Research
step.alu_research.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,838,alu_research,Integration · Research,title,TRUE,,We can improve our margins
step.alu_research.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,839,alu_research,Integration · Research,body,TRUE,,Let's improve our margins. Open the Research panel. There has to be a better way to make Aluminium.
step.alu_research_search.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,850,alu_research_search,Integration · Research,chapter,TRUE,,Integration · Research
step.alu_research_search.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,851,alu_research_search,Integration · Research,title,TRUE,,Search for aluminium
step.alu_research_search.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,852,alu_research_search,Integration · Research,body,TRUE,,Use the Research search box and type aluminium. The highlighted Bauxite Carbochlorination process is the lower-temperature Furnace route we want.
step.alu_research_condition.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,865,alu_research_condition,Integration · Research,chapter,TRUE,,Integration · Research
step.alu_research_condition.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,866,alu_research_condition,Integration · Research,title,TRUE,,Read the condition
step.alu_research_condition.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,867,alu_research_condition,Integration · Research,body,TRUE,,"The normal unlock condition is Produce 300 Chlorine and 400 Aluminium. It replaces some of the Hall Heroult inputs with bauxite, graphite and chlorine, using less energy."
step.alu_research_unlock.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,876,alu_research_unlock,Integration · Research,chapter,TRUE,,Integration · Research
step.alu_research_unlock.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,877,alu_research_unlock,Integration · Research,title,TRUE,,Use your free unlock
step.alu_research_unlock.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,878,alu_research_unlock,Integration · Research,body,TRUE,,But we have a free unlock from our brilliant researchers. Go ahead and unlock the highlighted Bauxite Carbochlorination research.
step.alu_upgrade.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,890,alu_upgrade,Integration · Research,chapter,TRUE,,Integration · Research
step.alu_upgrade.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,891,alu_upgrade,Integration · Research,title,TRUE,,Switch recipes — your turn
step.alu_upgrade.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,892,alu_upgrade,Integration · Research,body,TRUE,,"Unlocked! Close the Research panel (press R again, or Esc), find your smelter and press Change recipe. Pick Bauxite Carbochlorination, confirm the retool, then End Turn until the change completes. We will connect its chlorine supply next."
step.alu_diagnose_pipe.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,904,alu_diagnose_pipe,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.alu_diagnose_pipe.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,905,alu_diagnose_pipe,Integration · Revenue,title,TRUE,,The new process needs a chlorine pipe
step.alu_diagnose_pipe.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,906,alu_diagnose_pipe,Integration · Revenue,body,TRUE,,"The retooled furnace now needs chlorine. Diagnostics reports 'No input Reinforced Pipeline': chlorine is hazardous, so it can move only through a reinforced pipe. The docks already has the terminal; this tile still needs the connection."
step.alu_lay_pipe.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,915,alu_lay_pipe,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.alu_lay_pipe.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,916,alu_lay_pipe,Integration · Revenue,title,TRUE,,Lay the reinforced pipe
step.alu_lay_pipe.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,917,alu_lay_pipe,Integration · Revenue,body,TRUE,,"Connect the smelter to Stoneshore Docks: in the tile panel's Infrastructure row, click the Reinf. pipes ""+"" to lay a reinforced pipe on this tile."
step.alu_final_run.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,929,alu_final_run,Integration · Revenue,chapter,TRUE,,Integration · Revenue
step.alu_final_run.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,930,alu_final_run,Integration · Revenue,title,TRUE,,End turns until the new process runs
step.alu_final_run.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,931,alu_final_run,Integration · Revenue,body,TRUE,,The pipe takes a turn to lay; then chlorine flows in and the carbochlorination furnace fires up. Keep pressing End Turn until it reads Running.
step.advisors_intro.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,942,advisors_intro,Advisors,chapter,TRUE,,Advisors
step.advisors_intro.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,943,advisors_intro,Advisors,title,TRUE,,You can't run all of it yourself
step.advisors_intro.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,944,advisors_intro,Advisors,body,TRUE,,"One last lever, and it's the one players forget. Open People on the bottom bar (shortcut P). Advisors is the first tab. (The Council badge in the top bar only lists advisors you have already hired, so it's empty until you do.)"
step.advisors_explain.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,955,advisors_explain,Advisors,chapter,TRUE,,Advisors
step.advisors_explain.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,956,advisors_explain,Advisors,title,TRUE,,"These are the positions, not the people"
step.advisors_explain.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,957,advisors_explain,Advisors,body,TRUE,,"Every row here is a SEAT you can fill, and each seat pulls on a different part of the business. A CFO wants someone good with numbers — they manage your loans and your tax bill better than you will. A COO wants someone process-driven — they bring down labour and maintenance, the two costs you cannot integrate away. The same person is rarely right for both, so read the seat first and the candidate second. Look through the rest of the positions after the tutorial to see what each one governs."
step.advisors_inspect.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,966,advisors_inspect,Advisors,chapter,TRUE,,Advisors
step.advisors_inspect.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,967,advisors_inspect,Advisors,title,TRUE,,Inspect what a candidate brings
step.advisors_inspect.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,968,advisors_inspect,Advisors,body,TRUE,,"Start with any empty seat, then open a candidate's profile. Read the WHAT THEY BRING bonuses — they change with the seat you chose, so this is where you decide which lever you want to improve."
step.advisors_hire.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,980,advisors_hire,Advisors,chapter,TRUE,,Advisors
step.advisors_hire.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,981,advisors_hire,Advisors,title,TRUE,,Choose any seat and hire them
step.advisors_hire.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,982,advisors_hire,Advisors,body,TRUE,,"Now choose whichever available seat you want in the Assign to row, then Hire & assign. There is no prescribed answer: the seat determines the bonus, and the candidate determines how strongly they deliver it. Their effect starts next turn."
step.advisors_effect.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,996,advisors_effect,Advisors,chapter,TRUE,,Advisors
step.advisors_effect.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,997,advisors_effect,Advisors,title,TRUE,,Watch what it moves
step.advisors_effect.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,998,advisors_effect,Advisors,body,TRUE,,"Seated. End a turn and open the money panel again — the line their seat governs will have shifted. That's the whole game in one habit: change something, then go and read the number it was supposed to move. You know how to buy, build, connect, integrate, research, borrow and staff. The rest is yours."
step.integration_done.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1007,integration_done,Integration,chapter,TRUE,,Integration
step.integration_done.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1008,integration_done,Integration,title,TRUE,,That's integration
step.integration_done.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1009,integration_done,Integration,body,TRUE,,"You brought a cost in-house and made your business more capable. You have now seen every lever the game gives you: buy and build, connect power and pipes, route output, read the books, borrow against the future, research a better recipe, and seat the advisors who bend the numbers. Nothing after this is new machinery — it is the same moves at a larger scale. Press Next to finish and take it from here."
step.integration_done.body_by_branch.glass,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1011,integration_done,Integration,body_by_branch,TRUE,,"You chose the Glass path: you brought the factory's biggest input in-house, then used research to unlock a stronger, more efficient recipe. That is how a wafer-thin margin becomes real profit. You have now seen every lever the game gives you: buy and build, connect power and pipes, route output, read the books, borrow against the future, research a better recipe, and seat the advisors who bend the numbers. Nothing after this is new machinery — it is the same moves at a larger scale. Press Next to finish and take it from here."
step.integration_done.body_by_branch.aluminium,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1012,integration_done,Integration,body_by_branch,TRUE,,"You chose the Aluminium path: you added a surplus revenue line, then used research to unlock the lower-energy Bauxite Carbochlorination process. That is how a wafer-thin margin becomes real profit. You have now seen every lever the game gives you: buy and build, connect power and pipes, route output, read the books, borrow against the future, research a better recipe, and seat the advisors who bend the numbers. Nothing after this is new machinery — it is the same moves at a larger scale. Press Next to finish and take it from here."
step.build_own_power.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1093,build_own_power,Integration · Power,chapter,FALSE,,Integration · Power
step.build_own_power.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1094,build_own_power,Integration · Power,title,FALSE,,Build your own power plant
step.build_own_power.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1095,build_own_power,Integration · Power,body,FALSE,,Renting grid power costs money every turn. Build a Coal Power Plant on the highlighted tile and generate your own — flipping the factory from grid power to your own supply. (Deeper still: mine your own coal + pump your own water below so even the plant's fuel is in-house.)
step.survey_stub.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1109,survey_stub,Integration · Fuel,chapter,FALSE,,Integration · Fuel
step.survey_stub.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1110,survey_stub,Integration · Fuel,title,FALSE,,Survey for coal
step.survey_stub.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1111,survey_stub,Integration · Fuel,body,FALSE,,That hill is unsurveyed — you can't see what's under it. Enter Surveying and survey it. (A survey takes 2 turns.)
step.build_coal_mine.chapter,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1125,build_coal_mine,Integration · Fuel,chapter,FALSE,,Integration · Fuel
step.build_coal_mine.title,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1126,build_coal_mine,Integration · Fuel,title,FALSE,,Mine your own coal
step.build_coal_mine.body,price-of-everything-0.1/scripts/tutorial/tutorial_steps.gd,1127,build_coal_mine,Integration · Fuel,body,FALSE,,Coal! Build a Mine on the hill to dig your own fuel for the power plant — cheaper than buying it off the market every turn.
