id,nickname,type,deposits,solar_potential,wind_potential,build_capacity,buildings_present,tile_price,infrastructure_present,has_river,river_type,road_type,road_hsms,road_density,city_id,city_name,tile_role,road_seed
tile_19_3,Leathertown Hills - Centre,hill,,,,200,,,cables,false,,,,,,,,
tile_19_4,Red Mountain Summit,mountain,,,,200,,,,false,,,,,,,,
tile_19_5,Coldstone Peak,mountain,,,,200,,,,false,,,,,,,,
tile_19_6,,hill,iron_ore(2000)|water,,,200,,,cables,true,river_single_347,,,,,,,
tile_19_7,,hill,,,,200,,,,false,,,,,,,,
tile_19_8,Patran City Heights,hill,,,,200,,,,false,,,,,,,,
tile_19_9,Patran City Hills - Southeast,hill,,,,200,,,,false,,,,,,,,
tile_19_10,The Mound,hill,water,,,200,,,cables,true,river_single_068,,,,,,,
tile_19_11,Teganfort Hills - North,hill,water,,,200,,,,true,river_single_052,,,,,,,
tile_19_12,Teganfort Green,urban,,,,200,,,cables,false,,,,,,,,
tile_19_13,Teganfort,urban,,,,200,,,cables,false,,,,,,,,
tile_19_14,Teganfort Old Quarter,urban,water,,,200,,,cables,true,river_single_278,,,,,,,
tile_19_15,,rural,sand,,,200,,,,false,,,,,,,,
tile_19_16,,rural,,,,200,,,,false,,,,,,,,
tile_19_17,Ashmouth Farmlands,rural,,,,200,,,,false,,,,,,,,
tile_19_18,Ashmouth Shore - Southeast,hill,copper_ore(1000),,,200,,,cables,false,,,,,,,,
tile_19_19,,sea,,,,200,,,,false,,,,,,,,
tile_19_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_20_1,Bloodied Mountains Shore - Northeast,mountain,,,,200,,,,false,,,,,,,,
tile_20_2,Leathertown Fields,rural,,,,200,,,cables,false,,,,,,,,
tile_20_3,Bloodied Mountains Shore - Southeast,mountain,,,,200,,,,false,,,,,,,,
tile_20_4,Long Valley Shore - West,hill,,,,200,,,cables,false,,,,,,,,
tile_20_5,Long Valley Shore - Southwest,hill,copper_ore|water,,,200,,,cables,true,river_joint_057,,,,,,,
tile_20_6,Kingstown Old Quarter,urban,,,,200,,,cables,false,,,,,,,,
tile_20_7,Kingstown,urban,,,,200,,,cables,false,,,,,,,,
tile_20_8,Kingstown Works,urban,,,,200,,,cables,false,,,,,,,,
tile_20_9,Blue Mountain Summit,mountain,coal|water,,,200,,,,true,river_single_144,,,,,,,
tile_20_10,,rural,,,,200,,,,false,,,,,,,,
tile_20_11,Teganfort The Wharf,urban,water,,,200,,,cables,true,river_single_347,,,,,,,
tile_20_12,Knot Valley Shore - West,rural,,,,200,,,cables,false,,,,,,,,
tile_20_13,,sea,,,,200,,,,false,,,,,,,,
tile_20_14,,sea,,,,200,,,,false,,,,,,,,
tile_20_15,,sea,,,,200,,,,false,,,,,,,,
tile_20_16,,rural,basic_salt(2000),,,200,,,,false,,,,,,,,
tile_20_17,,hill,limestone,,,200,,,,false,,,,,,,,
tile_20_18,,sea,,,,200,,,,false,,,,,,,,
tile_20_19,,sea,,,,200,,,,false,,,,,,,,
tile_20_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_21_1,,sea,,,,200,,,,false,,,,,,,,
tile_21_2,Bloodied Mountains Coast,mountain,bauxite_ore,,,200,,,,false,,,,,,,,
tile_21_3,Bloodied Mountains Beach,mountain,,,,200,,,,false,,,,,,,,
tile_21_4,,sea,,,,200,,,,false,,,,,,,,
tile_21_5,Long Valley,urban,water,,,200,,,cables,true,river_single_271,,,,,,,
tile_21_6,,sea,,,,200,,,,false,,,,,,,,
tile_21_7,Kingstown Docks,urban,,,,200,,,cables,false,,,,,,,,
tile_21_8,Kingstown Heights,hill,,,,200,,,,false,,,,,,,,
tile_21_9,Black Hills,hill,,,,200,,,cables,false,,,,,,,,
tile_21_10,Blue Mountains Shore - West,mountain,copper_ore|water,,,200,,,,true,river_source_023,,,,,,,
tile_21_11,,sea,,,,200,,,,false,,,,,,,,
tile_21_12,Knot Valley Shore - North,rural,water,,,200,,,cables,true,river_single_052,,,,,,,
tile_21_13,Knot Valley Coast,rural,,,,200,,,cables,false,,,,,,,,
tile_21_14,Knot Valley Shore - South,hill,,,,200,,,cables,false,,,,,,,,
tile_21_15,,sea,,,,200,,,,false,,,,,,,,
tile_21_16,,sea,,,,200,,,,false,,,,,,,,
tile_21_17,Vandel Port Docks,urban,,,,200,,,cables,false,,,,,,,,
tile_21_18,Vandel Port Old Quarter,urban,,,,200,,,cables,false,,,,,,,,
tile_21_19,,sea,,,,200,,,,false,,,,,,,,
tile_21_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_22_1,,mountain,,,,200,,,,false,,,,,,,,
tile_22_2,,sea,,,,200,,,,false,,,,,,,,
tile_22_3,Long Valley Beach,hill,coal,,,200,,,cables,false,,,,,,,,
tile_22_4,Long Valley Docks,urban,water,,,200,,,cables,true,river_single_347,,,,,,,
tile_22_5,Long Valley Coast,rural,,,,200,,,cables,false,,,,,,,,
tile_22_6,,rural,iron_ore(4000)|water,,,200,,,cables,true,river_single_353,,,,,,,
tile_22_7,,rural,,,,200,,,,false,,,,,,,,
tile_22_8,,rural,,,,200,,,,false,,,,,,,,
tile_22_9,Amber Hills,hill,coal(2000)|water,,,200,,,cables,true,river_joint_057,,,,,,,
tile_22_10,Blue Mountains Coast,mountain,,,,200,,,,false,,,,,,,,
tile_22_11,Blue Mountains Shore - South,mountain,,,,200,,,,false,,,,,,,,
tile_22_12,Knot Valley Beach,hill,water,,,200,,,cables,true,river_single_353,,,,,,,
tile_22_13,Knot Valley Shore - Southeast,hill,iron_ore,,,200,,,cables,false,,,,,,,,
tile_22_14,,sea,,,,200,,,,false,,,,,,,,
tile_22_15,,rural,sand(5000)|crude_oil(1000),,,200,,,,false,,,,,,,,
tile_22_16,Vandel Port,urban,water,,,200,,,cables,true,river_single_353,,,,,Vandel's Skip,,
tile_22_17,,sea,,,,200,,,,false,,,,,,,,
tile_22_18,,sea,,,,200,,,,false,,,,,,,,
tile_22_19,,sea,,,,200,,,,false,,,,,,,,
tile_22_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_23_1,North Aspland Shore - Northwest,hill,,,,200,,,cables,false,,,,,,,,
tile_23_2,North Aspland,urban,water,,,200,,,cables,true,river_single_197,,,,,,,
tile_23_3,,sea,,,,200,,,,false,,,,,,,,
tile_23_4,Long Valley Shore - Northeast,rural,water,,,200,,,cables,true,river_joint_054,,,,,,,
tile_23_5,Long Valley Fields,rural,,,,200,,,cables,false,,,,,,,,
tile_23_6,,rural,,,,200,,,cables,false,,,,,,,,
tile_23_7,,sea,,,,200,,,,false,,,,,,,,
tile_23_8,Capital Port Market Row,urban,,,,200,,,cables,false,,,,,,,,
tile_23_9,,rural,water,,,200,,,,true,river_joint_057,,,,,,,
tile_23_10,Blue Mountains Heights,hill,coal(2000)|water,,,200,,,cables,true,river_joint_070,,,,,,,
tile_23_11,Blue Mountains Beach,mountain,water,,,200,,,,true,river_single_052,,,,,,,
tile_23_12,,sea,,,,200,,,,false,,,,,,,,
tile_23_13,,sea,,,,200,,,,false,,,,,,,,
tile_23_14,Tallow River Valley Beach,rural,crude_oil(1000),,,200,,,cables,false,,,,,,,,
tile_23_15,Tallow River Valley Shore - Southwest,rural,bauxite_ore(1000),,,200,,,cables,false,,,,,,,,
tile_23_16,Vandel Port Works,urban,sulphur(2000)|crude_oil(1000),,,200,,,cables,false,,,,,,,,
tile_23_17,,sea,,,,200,,,,false,,,,,,,,
tile_23_18,Vandel Island,urban,,,,200,,,cables,false,,,,,,,,
tile_23_19,,sea,,,,200,,,,false,,,,,,,,
tile_23_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_24_1,,sea,,,,200,,,,false,,,,,,,,
tile_24_2,North Aspland Beach,hill,sand,,,200,,,cables,false,,,,,,,,
tile_24_3,,urban,water,,,200,,,,true,river_single_272,,,,,,,
tile_24_4,Long Valley Farmlands,rural,,,,200,,,cables,false,,,,,,,,
tile_24_5,Gold Arm Shore - West,rural,limestone,,,200,,,cables,false,,,,,,,,
tile_24_6,,sea,,,,200,,,,false,,,,,,,,
tile_24_7,Capital Port The Wharf,urban,water,,,200,,,cables,true,river_single_221,,,,,Capital Port,,
tile_24_8,Capital Port Docks,urban,water,,,200,,,cables,true,river_single_281,,,,,,,
tile_24_9,Capital Port Old Quarter,urban,water,,,200,,,cables,true,river_single_347,,,,,,,
tile_24_10,Hell's Teeth,hill,water,,,200,,,,true,river_single_347,,,,,,,
tile_24_11,Blue Mountains Shore - Southeast,mountain,water,,,200,,,,true,river_single_353,,,,,,,
tile_24_12,Tallow River Valley Shore - North,rural,basic_salt,,,200,,,cables,false,,,,,,,,
tile_24_13,Tallow River Valley Coast,rural,water,,,200,,,cables,true,river_single_353,,,,,,,
tile_24_14,,mountain,,,,200,,,,false,,,,,,,,
tile_24_15,,rural,,,,200,,,,false,,,,,,,,
tile_24_16,,sea,,,,200,,,,false,,,,,,,,
tile_24_17,,urban,,,,200,,,,false,,,,,,,,
tile_24_18,,sea,,,,200,,,,false,,,,,,,,
tile_24_19,,sea,,,,200,,,,false,,,,,,,,
tile_24_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_25_1,,sea,,,,200,,,,false,,,,,,,,
tile_25_2,North Aspland Coast,rural,,,,200,,,cables,false,,,,,,,,
tile_25_3,Wren River Bend,rural,basic_salt|water,,,200,,,cables,true,river_single_272,,,,,,,
tile_25_4,,rural,,,,200,,,cables,false,,,,,,,,
tile_25_5,Gold Arm Fields,rural,,,,200,,,cables,false,,,,,,,,
tile_25_6,Gold Arm Old Quarter,urban,,,,200,,,cables,false,,,,,,,,
tile_25_7,,sea,,,,200,,,,false,,,,,,,,
tile_25_8,,sea,,,,200,,,,false,,,,,,,,
tile_25_9,Capital Port,urban,water,,,200,,,cables,true,river_single_281,,,,,,,
tile_25_10,,rural,water,,,200,,,,true,river_single_272,,,,,,,
tile_25_11,Hills of the Dawn,hill,iron_ore,,,200,,,,false,,,,,,,,
tile_25_12,Heron River Valley,rural,water,,,200,,,cables,true,river_single_347,,,,,,,
tile_25_13,Tallow River Valley Fields,rural,,,,200,,,cables,false,,,,,,,,
tile_25_14,Tallow River Valley Shore - East,hill,water,,,200,,,cables,true,river_single_353,,,,,,,
tile_25_15,,sea,,,,200,,,,false,,,,,,,,
tile_25_16,,rural,sand,,,200,,,,false,,,,,,,,
tile_25_17,,sea,,,,200,,,,false,,,,,,,,
tile_25_18,,deep_sea,,,,200,,,,false,,,,,,,,
tile_25_19,,deep_sea,,,,200,,,,false,,,,,,,,
tile_25_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_26_1,,sea,,,,200,,,,false,,,,,,,,
tile_26_2,North Aspland Shore - East,rural,water,,,200,,,cables,true,river_single_278,,,,,,,
tile_26_3,Asp City Fields,rural,,,,200,,,cables,false,,,,,,,,
tile_26_4,,hill,,,,200,,,cables,false,,,,,,,,
tile_26_5,Gold Arm Coast,hill,iron_ore,,,200,,,cables,false,,,,,,,,
tile_26_6,Gold Arm,urban,,,,200,,,cables,false,,,,,,,,
tile_26_7,,sea,,,,200,,,,false,,,,,,,,
tile_26_8,Capital Port Industrial Zone,urban,,,,200,,,cables,false,,,,,,,,
tile_26_9,,rural,iron_ore(4000)|water,,,200,,,,true,river_single_272,,,,,,,
tile_26_10,,rural,,,,200,,,,false,,,,,,,,
tile_26_11,Hollow Ring,urban,water,,,200,,,cables,true,river_single_272,,,,,,,
tile_26_12,Hollow Ring Shore - Southwest,rural,,,,200,,,cables,false,,,,,,,,
tile_26_13,Southlake Hills Beach,hill,copper_ore(1000),,,200,,,cables,false,,,,,,,,
tile_26_14,Southlake,urban,water,,,200,,,cables,true,river_single_353,,,,,,,
tile_26_15,Southlake Docks,urban,,,,200,,,cables,false,,,,,,,,
tile_26_16,,sea,,,,200,,,,false,,,,,,,,
tile_26_17,,sea,,,,200,,,,false,,,,,,,,
tile_26_18,,sea,,,,200,,,,false,,,,,,,,
tile_26_19,,sea,,,,200,,,,false,,,,,,,,
tile_26_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_27_1,,sea,,,,200,,,,false,,,,,,,,
tile_27_2,North Aspland Shore - Centre,rural,,,,200,,,cables,false,,,,,,,,
tile_27_3,Asp City,urban,water,,,200,,,cables,true,river_single_347,,,,,,,
tile_27_4,Asp City Docks,urban,,,,200,,,cables,false,,,,,,,,
tile_27_5,,sea,,,,200,,,,false,,,,,,,,
tile_27_6,,sea,,,,200,,,,false,,,,,,,,
tile_27_7,Gold Arm Docks,urban,,,,200,,,cables,false,,,,,,,,
tile_27_8,,sea,,,,200,,,,false,,,,,,,,
tile_27_9,Capital Port Foundry,urban,water,,,200,,,cables,true,river_single_272,,,,,,,
tile_27_10,,sea,,,,200,,,,false,,,,,,,,
tile_27_11,,sea,,,,200,,,,false,,,,,,,,
tile_27_12,Hollow Ring Docks,urban,,,,200,,,,false,,,,,,,,
tile_27_13,,sea,,,,200,,,,false,,,,,,,,
tile_27_14,Southlake Hills Coast,hill,,,,200,,,cables,false,,,,,,,,
tile_27_15,Southlake Hills Heights,hill,water,,,200,,,cables,true,river_single_359,,,,,,,
tile_27_16,,rural,water,,,200,,,,true,river_single_059,,,,,,,
tile_27_17,Farpoint Coast,hill,sand,,,200,,,,false,,,,,,,,
tile_27_18,Farpoint Shore - Southwest,rural,,,,200,,,cables,false,,,,,,,,
tile_27_19,,sea,,,,200,,,,false,,,,,,,,
tile_27_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_28_1,,sea,,,,200,,,,false,,,,,,,,
tile_28_2,,sea,,,,200,,,,false,,,,,,,,
tile_28_3,Asp City Old Quarter,urban,sand(1000),,,200,,,cables,false,,,,,,,,
tile_28_4,,sea,,,,200,,,,false,,,,,,,,
tile_28_5,,sea,,,,200,,,,false,,,,,,,,
tile_28_6,Gold Arm Beach,rural,basic_salt(2000),,,200,,,cables,false,,,,,,,,
tile_28_7,Gold Arm Industrial Zone,urban,,,,200,,,cables,false,,,,,,,,
tile_28_8,,sea,,,,200,,,,false,,,,,,,,
tile_28_9,,sea,,,,200,,,,false,,,,,,,,
tile_28_10,,sea,,,,200,,,,false,,,,,,,,
tile_28_11,Hollow Ring Beach,rural,sand(1000),,,200,,,cables,false,,,,,,,,
tile_28_12,Hollow Ring Coast,rural,sand(1000),,,200,,,cables,false,,,,,,,,
tile_28_13,,sea,,,,200,,,,false,,,,,,,,
tile_28_14,Southlake Hills Shore - East,rural,sand,,,200,,,cables,false,,,,,,,,
tile_28_15,,rural,,,,200,,,,false,,,,,,,,
tile_28_16,Farpoint Shore - North,rural,,,,200,,,,false,,,,,,,,
tile_28_17,Farpoint Beach,rural,,,,200,,,cables,false,,,,,,,,
tile_28_18,,sea,,,,200,,,,false,,,,,,,,
tile_28_19,,deep_sea,crude_oil(1000),,,200,,,,false,,,,,,,,
tile_28_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_29_1,,sea,,,,200,,,,false,,,,,,,,
tile_29_2,,sea,,,,200,,,,false,,,,,,,,
tile_29_3,,sea,,,,200,,,,false,,,,,,,,
tile_29_4,,sea,,,,200,,,,false,,,,,,,,
tile_29_5,,sea,,,,200,,,,false,,,,,,,,
tile_29_6,,sea,,,,200,,,,false,,,,,,,,
tile_29_7,,sea,,,,200,,,,false,,,,,,,,
tile_29_8,Gold Arm Shore - Southeast,rural,,,,200,,,cables,false,,,,,,,,
tile_29_9,,sea,crude_oil,,,200,,,,false,,,,,,,,
tile_29_10,,deep_sea,,,,200,,,,false,,,,,,,,
tile_29_11,,sea,,,,200,,,,false,,,,,,,,
tile_29_12,,rural,,,,200,,,,false,,,,,,,,
tile_29_13,,sea,,,,200,,,,false,,,,,,,,
tile_29_14,,sea,,,,200,,,,false,,,,,,,,
tile_29_15,,sea,,,,200,,,,false,,,,,,,,
tile_29_16,,sea,,,,200,,,,false,,,,,,,,
tile_29_17,Farpoint,urban,,,,200,,,cables,false,,,,,,,,
tile_29_18,,sea,,,,200,,,,false,,,,,,,,
tile_29_19,,deep_sea,crude_oil(1000),,,200,,,,false,,,,,,,,
tile_29_20,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_1,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_2,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_3,,sea,,,,200,,,,false,,,,,,,,
tile_30_4,,sea,,,,200,,,,false,,,,,,,,
tile_30_5,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_6,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_7,,sea,,,,200,,,,false,,,,,,,,
tile_30_8,,sea,,,,200,,,,false,,,,,,,,
tile_30_9,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_10,,sea,,,,200,,,,false,,,,,,,,
tile_30_11,,sea,,,,200,,,,false,,,,,,,,
tile_30_12,,sea,,,,200,,,,false,,,,,,,,
tile_30_13,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_14,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_15,,sea,,,,200,,,,false,,,,,,,,
tile_30_16,,sea,,,,200,,,,false,,,,,,,,
tile_30_17,,sea,,,,200,,,,false,,,,,,,,
tile_30_18,,deep_sea,,,,200,,,,false,,,,,,,,
tile_30_19,,deep_sea,crude_oil,,,200,,,,false,,,,,,,,
tile_30_20,,deep_sea,,,,200,,,,false,,,,,,,,
